LIMIT,SEX,EDUCATION,MARRIAGE,AGE,STATUS_JAN,STATUS_FEB,STATUS_MAR,STATUS_APR,STATUS_MAY,STATUS_JUN,BILL_JAN,BILL_FEB,BILL_MAR,BILL_APR,BILL_MAY,BILL_JUN,PAY_JAN,PAY_FEB,PAY_MAR,PAY_APR,PAY_MAY,PAY_JUN,DEFAULTED
2900,1,1,2,27,0,0,0,0,0,0,500.976,526.32,531.96,492.048,456.72,362.856,40.8,36,16.8,24,24,24,0
2900,1,1,2,38,1,-2,-2,-2,-2,-2,-6.816,-14.64,-22.464,-30.288,-38.112,-45.936,0,0,0,0,0,0,0
8600,2,2,1,50,-1,-1,-1,-1,-1,-1,3.528,16.464,144.888,37.44,0,6.6,16.464,144.984,37.44,0,6.6,0,0
3800,2,1,2,32,-2,-2,-2,-2,-2,-2,406.128,61.248,0,0,0,0,61.32,0,0,0,0,0,0
7700,2,1,1,34,-2,-1,0,-1,-1,-1,1561.992,570,537.144,352.44,180.264,161.328,570,243.888,352.848,180.264,161.328,240,0
500,1,2,2,25,0,0,2,2,4,3,396.192,471.312,456.72,528.792,506.616,491.376,81.6,0,87.192,0,0,0,0
5500,2,1,2,29,0,0,0,0,0,0,1516.416,1552.008,1581.312,1599.48,1628.76,1661.544,74.4,72,55.2,55.2,60,55.2,0
1200,1,3,1,44,0,0,0,0,0,0,382.344,416.712,449.64,460.512,421.872,404.52,48,48,24.144,24.072,24,24,0
1200,1,3,1,48,-1,-1,0,0,0,0,65.328,812.832,639.504,643.968,657.48,670.56,813.48,34.536,23.016,23.856,24,24.312,0
1000,2,3,2,24,-1,2,-1,-1,0,0,131.904,16.752,9.6,606.936,586.44,52.824,0,9.6,606.936,0,0,31.896,0
2900,2,3,1,27,2,-1,-1,-1,2,-1,9.36,9.36,9.36,18.72,5.76,15.12,9.36,9.36,18.72,0,22.32,7.2,0
2600,2,3,2,28,0,0,2,2,0,0,2062.032,2098.608,1991.4,1930.704,1920.144,1930.104,96,144,0.288,74.4,76.8,72,0
1200,1,3,2,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,2,3,1,30,0,0,0,0,0,0,2773.992,2757.96,2813.28,2870.376,2901.312,2829.144,100.272,101.352,103.104,115.2,106.152,97.92,0
1200,1,3,2,34,0,0,0,-2,-2,-2,1209,1233.6,0,0,0,0,57.6,0,0,0,0,0,0
3600,1,1,2,32,0,-1,-1,-1,-1,-2,1110.528,25.896,0,987.528,-0.072,-0.072,25.968,0,987.528,0,0,0,0
1200,2,2,2,23,0,0,0,0,2,0,732.024,794.712,815.208,674.76,660.696,717.504,74.712,34.104,103.08,0,72,21.504,0
2600,2,2,1,33,0,0,0,0,0,0,2781.48,2774.616,2735.616,2700.24,2695.656,2657.52,144,132,96,96,98.4,96,0
5500,2,2,1,29,0,0,0,0,0,0,739.632,749.016,773.064,759.528,823.296,884.376,48,48,26.712,120,120,48,0
500,2,3,3,47,0,0,0,0,0,0,226.008,250.464,274.8,294.168,304.44,319.344,28.296,28.632,24,15,24,9.72,0
2400,2,1,1,41,1,-2,-2,-2,-2,-1,0,0,0,0,0,435.576,0,0,0,0,435.576,0,0
2600,1,1,2,28,1,2,0,0,0,0,1062.672,1003.488,1034.28,1111.008,1073.856,869.832,0,48,120,36.336,28.728,23.568,0
1200,1,1,2,37,0,0,0,0,0,0,906.576,923.808,874.872,712.8,724.008,710.712,47.424,37.536,28.08,25.32,25.248,24.528,0
7400,1,1,1,50,-1,-1,-1,-1,-1,-1,7.584,7.584,243.144,58.944,7.584,7.584,7.584,243.144,58.944,7.584,7.584,7.584,0
1200,2,2,1,48,0,0,0,0,0,0,262.296,318.288,342.552,349.32,356.64,363.72,60.624,29.688,12.456,12.912,12.984,13.44,0
3600,2,1,2,34,-2,-1,2,0,0,-2,0,316.944,245.448,9.552,0,0,316.944,0,0,0,0,0,0
3400,1,2,2,44,0,0,0,0,0,0,2592.792,2520.504,2583.816,2618.496,2624.448,2436.816,96,108.888,91.2,91.752,91.344,84.264,0
700,2,3,1,56,0,0,2,2,0,0,386.112,595.2,602.352,585.504,597.768,613.32,216,24,0,21.672,25.464,22.608,0
1200,1,1,2,29,0,0,0,0,0,0,50.088,63.168,80.52,78.072,87.36,84.288,24,28.464,12,24,12,24,0
6700,2,2,1,37,0,0,0,0,0,0,697.872,723.456,783.096,843.024,858.216,1015.608,36.36,72,72,31.008,171.528,33.96,0
2900,2,2,2,23,0,0,0,0,0,0,2833.512,2900.424,2880.312,1860.936,1855.992,1898.712,112.8,84.912,72,72,72,120,0
700,2,1,1,27,1,-1,-1,-1,0,0,0,7.344,48.408,151.584,74.568,0,7.344,48.408,151.584,1.488,0,24.048,0
4300,1,3,1,45,1,2,0,0,0,0,585.6,588.192,543.048,559.344,546.72,501.36,36,36,24,24,24,24,0
3600,1,2,1,33,1,2,2,0,0,2,215.208,276.24,288.528,300.576,332.832,324.048,72.024,24,24,40.8,0,24,0
2600,2,2,1,40,0,0,0,2,0,0,2030.136,2050.032,919.992,898.056,916.776,934.968,88.8,117.36,0,36.84,37.08,36,0
5500,2,3,1,43,1,-1,2,-1,0,-1,0,91.968,43.752,87.504,43.752,43.752,135.72,0,87.504,0,43.752,43.752,0
5500,2,2,2,25,0,0,0,0,0,2,2287.464,2267.736,2235.432,2103.696,2164.128,2084.4,108,98.736,84,96,72,72,0
3800,2,1,2,46,-2,-2,-2,-2,-2,-2,149.784,210.912,0,0,0,0,211.32,0,0,0,0,0,0
1200,1,3,2,36,0,0,0,0,0,0,1268.52,1178.952,1188.528,476.232,442.56,438.528,52.944,38.52,9.528,8.856,8.76,26.112,0
5000,2,1,1,36,1,-1,-1,-1,-1,-1,0,40.56,0,134.856,98.16,13.944,40.56,0,134.856,98.16,13.944,0,0
2900,2,2,1,38,-1,-1,-1,-1,-1,-1,98.4,174.48,19.68,19.68,68.88,23.28,174.48,19.68,19.68,68.88,23.28,19.68,0
5800,2,2,1,42,0,0,0,2,0,0,526.632,876.456,1332.36,1177.176,1372.272,1008.216,360,480,79.92,720,240,240,0
500,1,3,3,47,0,0,0,0,0,0,450.432,451.08,465.36,467.136,435.024,451.848,33.6,33.6,24,16.8,38.4,0,0
1200,2,3,2,40,0,0,0,0,0,0,132.912,157.512,178.128,199.008,203.16,207.6,30.504,27.12,24,7.368,7.8,10.464,0
1200,2,1,2,70,2,2,0,0,0,0,1189.104,1163.52,1166.904,427.032,437.376,446.688,0,52.8,16.8,16.8,16.176,14.592,0
1200,2,2,1,32,0,0,0,0,0,0,1164.192,1181.112,918.72,295.32,154.464,0,72.888,43.2,27.12,48,0,0,0
2400,1,3,2,52,0,0,0,0,0,-1,1773.696,1757.976,295.848,259.032,127.416,21.6,66.744,50.424,5.184,0,21.6,12,0
9400,2,1,1,49,-1,-1,-1,-2,-2,-1,360.624,320.568,0,0,0,2400,320.568,0,0,0,2400,942.432,0
13200,1,1,2,31,0,0,0,0,0,0,1050.456,933.768,866.664,785.352,646.704,634.536,48.432,36.48,27.144,24.12,26.568,24.456,0
10800,2,2,2,36,-1,-1,-1,-1,-1,-1,324,152.4,280.08,36.72,29.568,4.824,152.736,281.472,36.768,29.616,4.824,0.072,0
1900,2,2,1,50,-1,-1,-1,0,0,0,62.088,62.088,1202.328,1170.072,1200,1181.016,62.088,1202.328,48,48,46.392,40.8,0
1200,2,3,1,48,0,0,0,0,0,0,97.536,143.688,185.256,206.112,222.984,267.048,48,48,24,24,48,48,0
1200,2,2,2,33,1,2,2,0,0,0,1190.808,1208.448,1181.832,1195.656,463.776,482.472,43.512,0,52.056,16.848,26.424,12.696,0
4300,1,2,1,44,0,0,0,0,0,0,1697.304,1679.856,1684.896,1685.712,1759.104,1760.856,192,72,72,120,62.28,72,0
5800,1,1,2,35,-2,-2,-2,-2,-1,-1,370.368,260.04,531.216,787.752,45.528,135.048,260.424,534.192,481.824,50.376,139.848,0,0
7700,2,3,2,29,-1,-1,-1,-2,-2,-1,12,12,0,0,0,69.6,12,0,0,0,69.6,0,0
11500,2,2,1,35,-1,2,-1,-1,2,0,437.136,264.744,4370.952,4534.944,4300.296,4361.904,0,4370.952,311.04,0,216,1200,0
3600,2,2,1,37,-1,2,2,-2,-1,-1,28.416,19.056,66.144,0,58.32,116.16,0,66.528,0,58.32,116.256,0,0
2600,2,1,2,29,0,0,2,0,0,0,2572.68,2626.632,2559.288,2559.96,2218.008,2177.52,188.28,96,96,84,228,230.4,0
5800,1,1,2,30,-1,-1,-1,0,0,0,185.856,174.816,269.616,365.136,218.568,134.904,175.32,270.312,240.432,0.504,87.288,168.192,0
2900,1,2,2,27,-1,-1,-1,-1,-1,-1,59.376,59.256,58.536,58.536,58.536,50.784,59.256,58.536,58.536,58.536,50.784,0,0
3600,2,1,1,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,2,3,2,53,0,0,0,0,0,0,2436.072,717.12,746.856,1407.672,1427.448,1456.68,36.912,42.648,698.472,54.792,56.016,54.96,0
6200,2,2,2,38,-2,-2,-2,-2,-2,-2,-0.048,-0.048,17.4,49.776,0,14.04,0,17.448,49.776,0,14.04,0,0
6000,2,2,2,26,-2,-2,-2,-2,-2,-2,405.216,249.528,126.984,112.104,105.6,144.264,48,24,24.24,48,144.264,55.8,0
2400,2,2,2,26,0,0,-2,-2,-2,-1,230.736,0,0,0,0,400.992,0,0,0,0,400.992,48,0
9400,2,2,2,42,-1,-1,0,0,0,0,141.48,1008.144,748.608,332.616,241.872,111.24,1008.384,33.528,8.328,6,3.48,2.256,0
5000,2,2,1,43,0,0,0,0,2,0,1932.648,1975.968,2017.032,2124.192,2059.248,2046.72,96,96,168,0,84,168,0
700,2,2,2,23,0,0,0,2,0,0,582.84,627.432,646.296,470.64,494.184,467.328,72.048,51.12,0.048,72.096,192.312,0,0
7200,2,3,1,30,-1,-1,0,0,-1,-1,290.16,360.84,621.48,393.984,95.328,52.8,361.008,612,144,95.328,52.8,0,0
4600,2,3,1,38,0,0,0,0,0,0,2150.856,2474.28,2640,2776.176,2911.512,372.912,360,240,136.176,271.512,132.912,438.528,0
8600,1,2,1,44,0,0,0,0,2,0,6485.952,3325.584,3416.088,3594.192,3531.648,3587.04,120,120,206.4,0,120,120,0
8600,1,1,1,32,-2,-2,-2,-2,-2,-2,257.496,60.552,-0.048,-0.048,-0.048,-0.048,60.84,0,0,0,0,0,0
4600,2,2,2,25,0,0,0,0,-1,0,2640.744,2532,2506.32,2.232,3803.544,3884.784,206.736,120,2.232,3821.088,139.2,132,0
700,2,1,2,26,-1,-1,-1,-1,-1,2,63.24,19.368,274.272,59.088,86.52,37.416,30.48,276,59.088,37.416,0,76.608,0
5800,1,1,2,29,0,0,0,0,0,0,5765.952,5310.648,4838.544,4402.896,4326.12,4421.52,264,218.4,192,192,168,192,0
1000,2,1,2,26,0,0,0,0,0,0,295.392,326.496,356.952,374.976,383.328,391.392,36,36,24,14.4,14.4,40.8,0
4100,1,2,2,36,-1,-1,-1,-1,-1,-1,50.496,49.776,257.256,303.696,618.816,478.8,49.944,257.4,303.696,618.816,478.8,4.8,0
4300,1,1,2,37,0,0,0,0,0,0,530.904,760.344,781.248,816.096,859.008,879.48,240,40.8,48,60,38.4,48,0
3600,2,3,1,48,0,0,2,0,0,0,907.2,980.976,958.128,982.872,1011.264,1038.696,96,0,48,48,48,48,0
3400,2,3,1,31,2,2,2,2,2,2,2157.84,2222.112,2206.464,2270.952,2278.848,2285.616,120,43.2,120,45.6,112.8,0,0
1200,1,3,2,31,0,0,0,0,2,0,960.264,807.552,841.968,918.864,901.032,0,37.584,48,91.2,0,37.104,0,0
4800,1,1,2,34,0,0,0,0,0,0,1608.048,1834.296,2269.536,2300.616,2390.232,2444.016,240,453.6,72,108.576,74.016,77.808,0
2400,2,1,1,43,-1,-1,-1,-1,-1,-1,218.928,551.304,372.888,649.8,202.152,894.216,551.568,373.464,650.184,202.152,894.216,402.024,0
6000,2,1,2,32,0,0,0,0,-1,-1,799.752,722.16,509.232,261,79.872,35.04,48.912,49.56,1.248,80.064,35.04,24,0
1900,2,1,2,38,-2,-2,-2,-2,-2,-2,46.248,10.704,21.816,41.76,52.56,12.432,10.704,21.816,41.76,52.56,12.432,121.488,0
4100,2,2,1,50,0,0,0,0,0,0,4270.944,4227.72,4119.96,1571.496,1469.616,1019.616,174.288,134.064,54.528,71.952,943.704,33.36,0
1900,1,3,2,29,0,0,0,0,0,0,1119.312,1144.32,1161.48,1184.544,1213.44,1234.344,50.184,43.344,42.408,48,42.408,41.76,0
1200,1,2,1,49,0,0,0,0,0,0,1195.584,1193.976,1166.136,1427.256,485.736,481.416,72,48,45.6,24.096,38.4,16.8,0
700,2,3,2,40,2,2,2,2,0,0,568.488,552.48,605.232,588.336,600.72,613.368,0,61.896,0,21.816,22.656,111.408,0
700,2,3,1,47,-1,-1,-1,-1,-1,-1,32.52,123.288,33.408,16.704,0,16.704,124.176,33.408,16.704,0,16.704,16.704,0
4800,1,1,1,34,-1,-1,-1,-1,-1,-1,120.552,14.832,14.52,74.352,19.32,51.696,14.904,14.592,74.736,24.072,51.936,29.04,0
2400,2,2,2,27,-1,-1,-1,-2,-2,-2,276.96,31.2,0,0,0,0,31.272,0,0,0,0,0,0
4800,1,1,2,29,-1,-1,-2,-2,-2,-2,54.96,0,0,0,0,0,0,0,0,0,0,0,0
5300,1,2,1,44,0,0,0,0,0,0,5225.832,4328.568,4402.872,4245.6,2855.16,4149.768,168,192,192,144,1440,168,0
5800,2,3,1,39,-2,-2,-2,-2,-2,-2,0,29.616,0,0,14.88,0,29.616,0,0,14.88,0,0,0
1200,1,1,1,40,0,0,0,0,0,0,1021.176,866.64,233.16,215.16,159.648,177.24,52.8,48,24,12,24,9.6,0
12000,2,1,1,45,-1,-1,-1,-1,-1,-1,886.896,-592.896,551.976,440.136,-93.024,374.064,0,1992,0,0,480,432,0
4100,1,1,2,26,-1,-1,-1,-1,-1,-1,566.256,36.288,32.688,38.184,84.576,205.08,36.288,32.688,38.184,84.576,205.08,35.64,0
700,1,1,1,34,-1,-1,-1,-2,-2,-2,5.28,60,0,0,0,0,60,0,0,0,0,0,0
1200,1,2,2,30,0,0,0,0,0,0,1212.168,1170.024,1072.512,475.752,327.48,261.024,96,53.28,24,36,24,36,0
2400,2,3,1,31,-1,-1,-1,-2,-2,-2,384.792,41.184,28.8,0,0,31.2,41.184,28.8,0,0,31.2,154.92,0
1200,1,1,2,28,0,0,0,0,0,0,1108.224,980.88,998.16,1018.056,1039.368,1060.008,48,40.8,36.456,37.728,37.92,39.288,0
4600,2,2,2,31,-1,-1,-1,-1,-2,-1,18.504,0,102.024,0,0,161.568,0,102.024,0,0,161.568,271.344,0
500,2,3,2,22,0,0,0,0,-1,-1,349.488,143.784,164.88,0,65.616,0,26.904,24,0,32.808,0,0,0
1200,2,3,1,55,1,2,2,2,0,0,1176.072,1177.608,1211.952,1141.896,1141.608,1155.72,48.12,93.6,0,48,45.6,45.6,0
2200,2,1,2,27,-2,-2,2,2,-2,-2,28.296,152.304,110.568,-0.144,-51.672,-103.344,168.48,71.52,72,0,0,0,0
6700,1,1,1,40,-1,-1,-1,-1,-1,-1,127.44,52.704,70.272,229.536,528.408,125.28,52.704,70.272,229.536,528.408,125.28,47.136,0
700,1,2,1,31,0,0,0,-1,-1,-2,318.36,172.944,0,55.68,0,0,39.168,18.72,55.68,0,0,0,0
2200,2,2,1,36,2,2,2,2,2,2,1183.08,1204.944,1218.744,1244.16,1262.568,1290.816,48,40.8,52.8,42,52.8,48,0
2400,1,2,2,30,-2,-2,-2,-2,-2,-2,21.936,28.08,0,0,42.144,0,35.4,0,0,42.144,0,0,0
500,1,3,2,40,0,0,2,3,2,2,303.576,372.624,393.192,379.944,370.512,416.904,74.472,33.792,0,0,56.304,0,0
1200,1,2,1,51,0,0,0,0,0,0,1190.712,1183.824,1128.24,495.864,348.672,373.056,72.864,144,24,48,60,72,0
1200,2,2,3,51,0,-1,0,0,0,-2,253.704,59.448,77.616,69.696,0,0,59.448,69.696,0,0,0,0,0
7000,1,3,2,32,-1,-1,-1,-1,-1,0,36.48,28.8,0,24,687.864,215.424,28.8,0,24,238.752,215.376,4200,0
5300,2,1,2,36,-2,-2,-2,-2,-2,-2,0,10.08,0,14.016,18.96,0,10.08,0,14.016,18.96,0,31.416,0
10600,1,1,1,37,-1,-1,-1,-1,-1,-1,103.92,200.856,402.864,9.504,14.4,86.304,200.856,402.864,9.504,14.4,86.304,98.28,0
7200,1,1,2,31,-1,-1,-1,-1,-1,-1,978.696,129.624,58.656,13.872,9.36,34.176,129.624,58.656,13.872,9.36,34.176,9.36,0
7000,2,1,1,50,0,0,0,0,0,0,3973.512,3089.928,2891.256,1893.408,1957.464,2008.488,168,240.216,120,120,120,240,0
9400,1,2,1,40,1,2,0,0,0,0,10181.856,9481.44,6200.928,6275.952,5112.072,2458.152,14.088,228,723.36,101.64,47.952,605.424,0
1200,2,2,2,24,0,0,0,0,0,0,700.464,715.008,639.84,657.984,668.064,683.352,36,36,28.8,24.24,26.4,23.52,0
3600,2,2,2,29,0,0,-1,0,0,0,85.416,113.376,63.096,62.016,32.904,0,29.328,63.216,24.192,12.144,0,0,0
1200,1,1,2,24,0,0,0,0,0,0,1223.112,1193.28,1220.136,2242.464,1121.592,1222.2,44.256,47.112,63.24,42,120,51.84,0
4800,1,1,1,44,-1,-1,-2,-2,-2,-2,16.008,0,0,0,0,0,0,0,0,0,0,0,0
2900,2,2,2,30,0,0,0,0,0,0,403.488,421.704,432.312,436.728,216.768,286.824,32.592,27.024,15.264,15.6,96,43.2,0
5500,2,1,1,61,-2,-2,-2,-2,-2,-2,34.632,34.632,34.632,34.632,34.632,34.632,34.632,34.632,34.632,34.632,34.632,34.632,0
4300,2,2,1,28,0,0,0,0,0,0,3212.832,3014.712,2085.432,2136.336,2206.704,2237.688,127.2,96,96,240,76.8,74.4,0
500,1,1,2,22,0,0,0,0,0,0,564.912,546.72,566.952,470.4,482.4,0,72,33.6,60,12,0,0,0
500,1,2,2,23,0,0,2,0,0,0,451.296,428.52,412.776,421.152,431.808,747.6,51.6,24,12.096,14.4,96,96,0
7000,2,1,2,24,-2,-2,-1,-1,-1,0,358.344,362.16,461.736,118.56,2239.968,2306.688,362.16,461.736,119.4,2307.624,132,96,0
7000,2,2,2,54,-2,-2,-2,-2,-2,-2,-1.632,-1.632,-1.632,16.2,-0.144,52.032,0,0,17.832,0,52.176,23.328,0
3600,2,1,2,27,-2,-2,-2,-2,-2,-2,0,14.64,14.64,0,14.64,0,14.64,14.64,0,14.64,0,0,0
4600,2,2,2,53,0,0,0,0,0,0,4153.392,3196.752,3165.384,3204.384,3240.192,3275.664,151.2,120,120,120,122.4,120,0
6000,1,3,1,47,-1,-1,-1,-1,-1,-1,28.08,44.712,74.4,61.44,61.92,88.776,44.712,74.688,70.8,61.92,88.776,0,0
4300,2,3,1,45,-1,-1,-1,-1,-1,-1,9.504,9.504,9.504,9.504,9.504,9.504,9.504,9.504,9.504,9.504,9.504,9.504,0
1900,1,1,2,25,-1,-1,-1,-1,-1,2,50.616,30.168,11.184,15.072,57.48,22.32,30.168,11.184,15.072,57.48,0,14.424,0
7200,1,1,2,31,-1,-1,-1,-1,0,-1,51.984,69.456,213.672,298.68,591.6,200.136,70.032,215.376,298.968,362.712,200.856,91.968,0
1200,2,3,1,51,0,0,0,0,0,-1,490.896,525.576,501.48,269.784,-20.664,912.96,50.4,48,24,0,948,36,0
1700,2,1,1,40,0,0,0,0,0,0,1247.016,972.456,751.44,694.296,708.84,675.84,38.328,33.768,23.328,24.168,24.672,21.912,0
7700,2,1,2,29,-1,-1,-1,-1,-1,0,4301.424,-4.8,4.8,0,240,5040,0,9.6,0,240,4800,0,0
1400,2,1,2,24,0,0,0,0,0,0,1449.144,955.152,920.256,895.464,898.272,916.488,39.336,38.16,36,32.496,33.048,36.336,0
5500,1,1,2,35,2,2,2,2,2,2,2814.648,2875.752,2903.712,2915.136,2969.76,2902.488,139.2,108,91.2,120,0,108,0
7400,2,2,1,29,0,0,0,-1,0,0,1798.92,1865.52,1883.928,1740.696,1832.28,1897.728,96,120,1740.696,120,96,96,0
5500,2,1,2,36,-1,-1,-1,0,0,0,37.08,7.344,201.336,179.16,157.176,13.824,7.344,201.336,0.216,0,0,8.208,0
4800,2,1,1,40,-2,-2,-2,-2,-2,-2,61.248,193.536,769.968,165.936,45.72,77.856,194.016,770.52,172.464,45.72,77.856,234.432,0
7400,1,2,1,64,-1,-1,-1,0,-1,-1,46.08,0,242.976,243.12,190.992,0,0,242.976,0.144,190.992,0,0,0
9400,2,1,1,38,0,0,0,0,0,0,3946.032,4020.024,3222.768,3088.824,3156.696,3245.808,216,168.648,120,120,144,120,0
500,2,1,2,26,1,-2,-1,-1,-1,-1,0,0,10.8,-3.6,18,13.632,0,10.8,0,21.6,13.632,42.456,0
1200,2,2,1,26,0,0,0,0,0,0,1095.912,1044.528,1036.632,450.432,460.368,466.728,55.2,56.376,19.2,20.04,17.424,8.664,0
3400,1,1,2,29,0,0,0,0,0,0,3410.088,6140.304,3361.368,2404.248,2420.952,2360.712,132.672,108,84,96,96,96,0
6000,2,2,1,45,-2,-2,-2,-2,-2,-2,2407.752,899.856,991.2,0,0,0,60,127.2,0,0,0,0,0
6000,2,1,2,36,0,0,0,0,0,0,3128.64,3211.176,3290.856,3392.808,3196.176,3275.544,120,120,140.328,120,120,120.432,0
2200,1,1,2,27,0,0,0,2,2,2,1358.592,1389.528,1528.464,1565.592,1599.288,1629.168,67.2,177.6,76.8,62.4,60,60,0
3800,2,1,2,27,0,0,-2,-1,-1,-1,317.616,0,144,380.784,100.032,49.608,0,144,380.784,100.032,49.608,283.824,0
8600,1,2,2,29,0,0,0,0,0,0,2748.648,2867.688,2722.512,2710.56,2930.928,2917.128,481.104,121.104,240,241.152,241.032,120.336,0
7900,2,1,2,26,0,0,0,0,0,0,1408.008,919.752,785.424,1045.896,693.792,498.648,53.112,120,480,24,16.128,28.8,0
1200,2,3,1,54,1,2,0,0,0,0,1537.656,1419.672,1350.6,1294.464,1241.76,1177.032,0,48.744,46.032,47.832,38.736,42.936,0
200,2,3,2,42,0,0,-1,-1,-1,-1,117.792,135.96,9.144,9.36,0,18.72,30.6,9.144,9.576,0,18.72,0,0
1700,1,2,1,41,1,2,2,2,0,0,834.696,862.104,876.864,855.624,874.248,892.056,48,36,0,36,36,72,0
3100,2,3,1,33,0,0,0,0,0,0,2932.776,3006.792,2902.968,1002.504,1023.552,1043.88,122.4,74.04,35.832,37.152,37.344,40.8,0
3100,1,1,2,27,0,0,0,0,0,0,2031.936,1729.896,598.416,427.44,280.92,240.168,48.936,48.168,24,24,14.4,48,0
2400,2,2,1,36,-2,-2,-2,-2,-2,-2,52.92,0,47.592,85.032,0,0,0,47.592,85.032,0,0,63.48,0
3100,1,2,2,37,0,0,0,-2,-2,-2,3154.704,2463.6,0,0,0,0,120,0,0,0,0,0,0
9100,1,1,2,41,0,0,2,0,0,0,8408.184,8584.872,8267.04,8346.096,8037.384,8177.472,681.6,0,307.2,300,300,288,0
500,1,2,2,25,0,0,3,2,2,-1,378.936,520.752,505.296,488.52,479.52,83.28,156,0,0,240,601.56,4.248,0
4300,1,1,2,33,-1,-1,-1,-1,-1,-1,53.208,0,198.336,0,78.672,0,0,198.336,0,78.672,0,111.504,0
5500,2,1,2,29,-2,-2,-2,-2,-2,-2,-0.12,-0.12,71.256,82.056,0,44.184,0,71.376,82.2,0,44.184,4.8,0
2200,1,1,2,32,-1,-1,-1,-1,-1,2,157.104,35.64,613.392,34.632,40.248,35.52,35.952,613.728,34.632,6.168,0,1.392,0
3800,1,2,2,29,-1,-1,-1,-1,-1,-1,168.048,160.704,145.488,100.872,138.72,301.8,173.496,146.04,101.52,139.128,302.136,149.592,0
1200,2,1,2,22,0,0,0,0,0,0,1187.016,1182.744,1201.704,242.496,220.992,241.8,55.2,48,24,12,24,12,0
3400,2,2,2,29,-2,-2,-2,-2,-2,-2,22.68,22.68,0,0,0,0,22.68,0,0,0,0,0,0
6000,2,2,1,31,0,0,0,0,0,0,1018.584,1033.464,705.24,664.248,2070,1577.04,96,72,21.624,1512,64.8,48,0
2900,2,2,2,24,-1,-1,-2,-1,-1,-1,2.4,0,0,14.832,230.736,939.192,0,0,14.832,230.736,939.192,36,0
2900,2,1,2,27,0,0,0,0,0,0,1897.728,1939.08,1978.824,2020.248,2062.68,2107.512,72,72,74.4,74.928,79.2,73.44,0
6200,2,2,1,40,0,0,0,0,0,0,5836.704,6209.28,4274.448,1853.16,1903.944,1955.592,480.192,180,72,84,86.52,90,0
1400,2,2,1,38,-2,-2,-2,-2,-2,-2,114.336,732,0,0,1267.896,993.696,732,0,0,1267.896,993.696,537.624,0
1400,2,2,1,29,0,0,0,0,0,0,795.528,1308.264,1348.008,686.616,663.84,649.416,588.264,144,408,47.616,26.4,38.4,0
1200,1,2,2,27,0,0,0,0,0,0,426.504,451.056,457.488,466.632,476.376,486.888,31.464,31.176,16.32,16.872,18,15.024,0
3100,1,3,1,34,0,0,0,0,0,0,130.656,142.248,170.544,170.544,194.544,218.544,31.704,36,0,24,24,14.352,0
3100,1,1,2,34,0,0,0,0,0,0,748.296,733.656,687.816,646.848,380.448,0,48.048,33.6,14.4,24,0,0,0
8600,2,1,2,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,2,2,1,36,0,0,0,0,0,0,488.784,506.016,537.864,566.976,575.136,615.864,32.448,40.296,45.408,20.88,50.304,0,0
1200,1,2,2,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,2,1,1,33,1,2,-1,-1,-1,-1,169.536,45,43.536,204.888,613.824,323.4,0,43.536,204.888,613.824,323.4,144,0
4800,1,1,1,53,0,0,-2,-2,-1,-1,4681.2,0,0,0,24,0,0,0,0,24,0,0,0
500,1,2,2,27,0,0,0,0,0,-2,438.96,483.456,458.544,463.008,0,0,58.992,28.8,9.264,24,0,0,0
12000,1,1,2,33,-1,-1,-1,-2,-1,-1,129.096,49.488,252.36,99.792,190.992,-4.704,49.56,253.344,100.08,191.112,4.704,169.992,0
3100,2,1,2,26,1,2,2,2,2,2,537.96,507.504,567.528,551.616,583.56,555.72,0,84,0,48,0,48,0
1700,2,2,2,26,0,0,0,0,0,0,723.336,197.784,201.552,212.736,223.224,256.848,48,48,48,48,72,36,0
4800,1,1,2,27,-1,-1,-1,-1,-1,-1,117.36,87.12,117.168,262.92,250.44,39.96,87.12,117.168,264.816,250.44,39.96,90.36,0
8600,1,2,1,56,-1,-1,-1,-1,-1,-1,18,29.376,76.944,6.984,22.824,70.584,29.664,84.888,6.984,22.824,70.584,6.984,0
1200,2,3,1,56,0,0,0,0,0,0,796.728,839.064,693.912,698.232,703.344,708.144,57.768,71.04,24.696,25.416,25.752,28.8,0
4300,2,3,1,26,0,0,0,-2,-2,-2,768.552,485.592,0,0,0,0,240,0,0,0,0,0,0
2900,2,1,2,28,-2,-2,-2,-2,-2,-2,-0.192,49.104,0,9.816,20.928,36.936,49.296,0,9.816,20.928,36.936,13.92,0
7900,2,1,1,47,1,-2,-2,-2,-2,-1,53.904,335.76,503.808,16.344,0,124.32,335.76,505.44,16.344,0,124.32,91.68,0
1200,1,2,2,26,0,0,0,0,0,0,661.68,691.68,705.6,122.976,164.976,183.696,48,28.8,24,48,24,47.496,0
1900,1,3,1,48,0,0,0,0,0,0,1716.36,1686.888,1485.408,642.696,611.136,623.832,88.296,55.32,22.176,25.656,26.4,26.64,0
