age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
34,blue-collar,married,secondary,no,1089,yes,no,cellular,13,394,3,-1,0,unknown,yes
36,blue-collar,married,secondary,no,4438,yes,no,unknown,20,446,1,-1,0,unknown,yes
25,student,single,tertiary,no,253,no,no,cellular,4,597,1,-1,0,unknown,yes
26,blue-collar,single,secondary,no,-29,yes,no,cellular,10,998,4,-1,0,unknown,yes
26,blue-collar,single,secondary,no,311,yes,no,cellular,7,798,2,-1,0,unknown,yes
36,management,married,tertiary,no,4069,no,no,cellular,21,517,1,-1,0,unknown,yes
56,admin.,married,secondary,no,1694,no,no,cellular,21,793,10,-1,0,unknown,yes
40,services,single,secondary,no,1547,yes,no,cellular,20,405,1,-1,0,unknown,yes
23,services,single,secondary,no,31,no,no,cellular,1,192,1,-1,0,unknown,yes
51,blue-collar,married,secondary,no,4787,yes,no,cellular,7,895,1,-1,0,unknown,yes
54,unemployed,married,secondary,no,1561,no,no,cellular,25,352,3,186,2,failure,yes
66,management,married,secondary,no,587,no,no,cellular,12,457,2,392,2,success,yes
55,blue-collar,divorced,primary,no,8180,no,no,cellular,14,854,2,360,1,failure,yes
42,blue-collar,married,secondary,no,366,yes,no,cellular,22,324,1,106,1,failure,yes
38,admin.,married,secondary,no,755,yes,no,cellular,17,120,1,-1,0,unknown,yes
32,services,single,secondary,no,2881,no,no,cellular,2,356,1,-1,0,unknown,yes
60,admin.,married,unknown,no,4629,yes,no,cellular,27,624,1,-1,0,unknown,yes
33,management,single,tertiary,no,1120,no,no,cellular,11,1070,2,-1,0,unknown,yes
27,student,single,tertiary,no,13107,yes,no,cellular,6,661,1,314,2,failure,yes
50,services,married,secondary,no,3169,no,no,cellular,13,399,1,430,1,failure,yes
45,blue-collar,married,unknown,no,1529,yes,no,cellular,13,181,1,197,1,success,yes
55,technician,married,secondary,no,1938,no,yes,cellular,18,193,1,386,3,success,yes
39,management,married,secondary,no,11835,yes,no,cellular,11,744,2,-1,0,unknown,yes
52,services,married,secondary,no,659,no,no,cellular,27,113,1,-1,0,unknown,yes
23,student,single,tertiary,no,691,no,no,cellular,27,1178,1,178,6,success,yes
60,retired,married,tertiary,no,846,no,no,telephone,26,1346,1,-1,0,unknown,yes
51,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,1001,3,-1,0,unknown,yes
32,blue-collar,married,primary,no,415,yes,no,unknown,2,777,4,-1,0,unknown,yes
25,student,single,tertiary,no,1189,no,no,cellular,3,165,1,-1,0,unknown,yes
36,technician,single,secondary,yes,12,no,no,cellular,12,587,2,-1,0,unknown,yes
44,technician,married,secondary,no,2776,yes,no,cellular,27,701,1,-1,0,unknown,yes
30,management,divorced,tertiary,no,415,yes,yes,cellular,6,984,1,343,4,failure,yes
32,management,single,tertiary,no,0,no,no,cellular,5,550,4,-1,0,unknown,yes
66,housemaid,married,primary,no,1230,no,no,cellular,17,726,3,-1,0,unknown,yes
42,technician,divorced,tertiary,no,2611,yes,no,cellular,25,300,1,389,3,failure,yes
35,management,single,tertiary,no,1228,no,no,cellular,9,696,2,88,12,failure,yes
71,retired,married,tertiary,no,14220,yes,no,cellular,9,397,1,-1,0,unknown,yes
55,services,married,unknown,no,2944,no,no,cellular,27,672,6,-1,0,unknown,yes
58,admin.,married,secondary,no,145,yes,no,telephone,29,616,13,-1,0,unknown,yes
26,blue-collar,single,secondary,no,463,no,yes,cellular,2,248,2,-1,0,unknown,yes
34,blue-collar,single,secondary,no,855,yes,no,cellular,16,578,1,-1,0,unknown,yes
54,technician,married,secondary,no,3994,no,yes,cellular,16,299,2,-1,0,unknown,yes
30,student,single,secondary,no,2046,no,no,telephone,21,595,3,254,1,failure,yes
55,retired,married,primary,no,3334,no,no,cellular,14,632,4,-1,0,unknown,yes
47,technician,married,secondary,no,1167,yes,no,cellular,30,968,1,87,5,failure,yes
56,services,single,secondary,no,-40,yes,no,cellular,15,311,1,368,2,failure,yes
55,blue-collar,divorced,primary,no,8180,no,no,cellular,14,854,2,360,1,failure,yes
25,student,single,secondary,no,469,no,no,cellular,21,273,1,86,1,other,yes
26,management,single,tertiary,no,390,no,no,cellular,7,325,1,-1,0,unknown,yes
54,unemployed,married,secondary,no,582,yes,no,cellular,15,693,5,372,2,failure,yes
38,management,married,tertiary,no,613,no,no,cellular,30,242,1,86,1,success,yes
57,retired,divorced,tertiary,no,734,no,no,cellular,6,1357,4,-1,0,unknown,yes
26,blue-collar,single,secondary,no,82,yes,no,unknown,9,654,1,-1,0,unknown,yes
28,technician,single,tertiary,no,0,yes,no,cellular,25,269,1,40,2,failure,yes
43,management,married,tertiary,no,1258,no,no,unknown,20,312,1,-1,0,unknown,yes
28,blue-collar,single,secondary,no,643,no,no,cellular,3,308,2,-1,0,unknown,yes
39,entrepreneur,married,primary,no,437,yes,no,unknown,27,150,1,-1,0,unknown,yes
32,services,single,secondary,no,3993,no,no,cellular,22,148,2,-1,0,unknown,yes
36,entrepreneur,divorced,tertiary,no,776,no,yes,cellular,7,722,3,-1,0,unknown,yes
29,technician,single,secondary,no,3466,no,no,cellular,21,274,1,-1,0,unknown,yes
39,admin.,married,secondary,no,260,yes,no,cellular,11,175,2,116,2,failure,yes
36,blue-collar,divorced,primary,no,-308,yes,no,cellular,12,725,1,-1,0,unknown,yes
30,services,married,secondary,no,5,no,yes,cellular,10,829,5,-1,0,unknown,yes
29,self-employed,married,secondary,no,123,no,yes,cellular,21,158,2,181,1,success,yes
37,student,single,unknown,no,444,no,no,cellular,14,137,1,102,5,success,yes
39,services,married,secondary,no,2843,yes,no,unknown,19,585,1,-1,0,unknown,yes
25,admin.,single,tertiary,no,760,yes,no,cellular,27,223,3,89,2,failure,yes
29,management,single,tertiary,no,985,yes,no,cellular,23,396,2,-1,0,unknown,yes
62,retired,married,secondary,no,569,no,no,cellular,4,288,1,1,8,success,yes
36,admin.,single,secondary,no,148,yes,no,cellular,15,1357,4,374,2,failure,yes
77,retired,married,tertiary,no,7802,no,no,telephone,1,483,2,-1,0,unknown,yes
75,retired,married,secondary,no,291,no,no,cellular,12,350,1,182,2,success,yes
27,blue-collar,married,tertiary,no,335,yes,no,unknown,26,519,3,-1,0,unknown,yes
59,unemployed,married,secondary,no,1047,no,no,cellular,18,83,3,-1,0,unknown,yes
33,management,single,tertiary,no,30,yes,no,cellular,22,1077,1,-1,0,unknown,yes
37,student,single,unknown,no,444,no,no,cellular,4,1063,5,-1,0,unknown,yes
35,self-employed,single,tertiary,no,5462,no,no,cellular,2,188,1,186,1,success,yes
29,student,single,tertiary,no,5,no,no,cellular,15,889,5,-1,0,unknown,yes
32,technician,single,tertiary,no,654,yes,no,cellular,25,615,4,-1,0,unknown,yes
38,management,married,tertiary,no,613,no,no,cellular,30,242,1,86,1,success,yes
28,technician,single,secondary,no,227,no,no,cellular,30,278,1,-1,0,unknown,yes
68,retired,married,secondary,no,1146,no,no,cellular,16,212,1,187,6,success,yes
44,technician,married,tertiary,no,1933,no,no,cellular,5,462,1,-1,0,unknown,yes
43,self-employed,married,secondary,no,14144,yes,no,cellular,21,504,1,-1,0,unknown,yes
32,student,single,tertiary,no,1138,no,no,cellular,4,214,3,83,3,success,yes
36,self-employed,married,secondary,no,1184,yes,no,cellular,6,1063,1,-1,0,unknown,yes
51,retired,married,secondary,no,1435,no,no,unknown,11,587,1,-1,0,unknown,yes
51,management,single,secondary,no,1610,yes,no,unknown,16,1248,3,-1,0,unknown,yes
34,management,married,tertiary,no,73,no,no,cellular,4,426,2,-1,0,unknown,yes
46,management,single,tertiary,no,0,no,no,cellular,22,686,2,-1,0,unknown,yes
35,management,divorced,tertiary,no,434,yes,no,cellular,13,1314,2,-1,0,unknown,yes
36,technician,married,tertiary,no,341,no,no,cellular,13,282,1,-1,0,unknown,yes
45,blue-collar,married,secondary,no,1723,no,no,cellular,1,166,2,-1,0,unknown,yes
45,management,single,tertiary,no,4831,no,no,cellular,29,479,11,-1,0,unknown,yes
34,entrepreneur,married,tertiary,no,146,yes,no,cellular,14,788,2,-1,0,unknown,yes
25,management,single,tertiary,no,3,yes,yes,cellular,16,1034,1,-1,0,unknown,yes
69,retired,married,secondary,no,0,no,no,cellular,25,412,2,-1,0,unknown,yes
38,management,married,unknown,no,3576,no,no,cellular,26,579,1,-1,0,unknown,yes
32,entrepreneur,married,secondary,no,-242,yes,no,cellular,20,1202,3,-1,0,unknown,yes
24,technician,married,secondary,no,556,yes,no,cellular,8,278,1,94,4,success,yes
38,services,married,secondary,no,2678,no,no,cellular,28,282,2,187,1,success,yes
38,management,married,unknown,no,76,no,no,cellular,16,261,1,-1,0,unknown,yes
38,student,married,unknown,no,0,no,no,cellular,8,341,1,385,1,failure,yes
25,management,single,tertiary,no,3,yes,yes,cellular,16,1034,1,-1,0,unknown,yes
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,267,1,474,1,failure,yes
69,technician,married,tertiary,no,482,no,no,cellular,29,478,1,267,1,failure,yes
36,admin.,divorced,secondary,no,1224,yes,no,cellular,12,482,1,374,1,success,yes
34,management,single,tertiary,no,417,yes,no,cellular,5,270,1,174,15,failure,yes
40,unemployed,divorced,secondary,no,1694,no,no,cellular,12,473,6,-1,0,unknown,yes
41,management,single,tertiary,no,11008,no,no,unknown,18,1540,1,-1,0,unknown,yes
57,management,married,tertiary,no,1318,no,no,cellular,16,115,1,185,2,failure,yes
34,management,married,tertiary,no,273,yes,no,cellular,14,492,1,175,2,failure,yes
68,retired,married,tertiary,no,2812,no,no,cellular,3,392,4,181,3,success,yes
49,blue-collar,married,primary,no,-157,yes,no,cellular,7,491,3,-1,0,unknown,yes
36,management,married,primary,no,1506,no,no,cellular,14,326,3,-1,0,unknown,yes
36,housemaid,married,secondary,no,2880,no,no,unknown,12,283,1,-1,0,unknown,no
19,student,single,secondary,no,1803,no,no,cellular,10,59,1,-1,0,unknown,no
38,admin.,married,tertiary,no,342,yes,no,unknown,4,1138,1,-1,0,unknown,no
22,student,single,secondary,no,562,yes,no,cellular,5,147,1,-1,0,unknown,no
24,technician,single,secondary,no,1371,yes,yes,cellular,7,166,2,-1,0,unknown,no
31,admin.,married,tertiary,no,1144,yes,yes,cellular,17,89,1,-1,0,unknown,no
45,admin.,married,secondary,no,825,no,no,unknown,19,140,1,-1,0,unknown,no
33,technician,married,tertiary,no,2690,yes,no,cellular,21,71,5,-1,0,unknown,no
42,management,married,tertiary,no,1336,yes,yes,cellular,22,65,1,-1,0,unknown,no
55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,22,156,3,-1,0,unknown,no
42,management,single,secondary,no,900,yes,no,unknown,14,6,1,524,7,other,no
32,admin.,married,secondary,no,7522,yes,no,cellular,14,240,3,-1,0,unknown,no
36,technician,single,secondary,no,103,yes,no,cellular,5,122,2,344,2,failure,no
36,unemployed,divorced,secondary,no,8267,no,no,unknown,18,321,2,-1,0,unknown,no
37,technician,married,secondary,no,3728,no,no,unknown,20,55,4,-1,0,unknown,no
57,management,divorced,tertiary,no,160,no,no,cellular,13,303,2,-1,0,unknown,no
52,entrepreneur,divorced,tertiary,no,199,yes,yes,cellular,3,373,1,236,2,failure,no
37,unemployed,married,unknown,no,4565,no,no,cellular,4,369,1,-1,0,unknown,no
38,admin.,single,secondary,no,-213,yes,yes,cellular,4,519,1,-1,0,unknown,no
32,management,married,tertiary,no,3651,yes,no,cellular,20,142,3,-1,0,unknown,no
55,retired,divorced,tertiary,no,1218,no,yes,unknown,5,145,1,-1,0,unknown,no
27,entrepreneur,single,secondary,no,376,yes,yes,cellular,5,273,1,-1,0,unknown,no
34,technician,married,secondary,no,800,yes,no,cellular,14,103,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,23,yes,no,unknown,12,388,2,-1,0,unknown,no
42,management,divorced,tertiary,no,5037,no,no,cellular,16,100,6,84,14,success,no
53,technician,divorced,secondary,no,392,yes,no,unknown,28,59,1,-1,0,unknown,no
57,retired,divorced,tertiary,no,476,no,no,telephone,21,26,1,-1,0,unknown,no
48,services,divorced,primary,no,189,yes,no,unknown,13,768,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,64,yes,no,cellular,18,302,3,-1,0,unknown,no
48,admin.,divorced,secondary,no,4,yes,no,cellular,20,7,5,318,10,other,no
63,management,married,tertiary,no,0,no,no,cellular,12,130,2,182,6,failure,no
28,admin.,single,secondary,no,551,no,yes,cellular,8,161,1,-1,0,unknown,no
32,admin.,single,tertiary,no,594,yes,no,unknown,13,134,2,-1,0,unknown,no
26,technician,single,tertiary,no,-67,yes,no,cellular,13,143,1,90,1,success,no
29,blue-collar,married,secondary,no,721,yes,no,cellular,23,644,1,-1,0,unknown,no
36,admin.,single,secondary,no,185,yes,no,cellular,15,61,4,371,5,other,no
47,blue-collar,married,primary,no,3067,yes,no,cellular,13,141,2,-1,0,unknown,no
41,admin.,divorced,secondary,no,348,yes,no,unknown,27,233,3,-1,0,unknown,no
31,admin.,single,tertiary,no,493,yes,no,cellular,18,158,1,-1,0,unknown,no
57,retired,divorced,primary,no,0,no,no,telephone,28,1037,3,-1,0,unknown,no
44,retired,married,secondary,no,181,yes,no,unknown,19,131,6,-1,0,unknown,no
46,management,married,tertiary,no,182,no,no,cellular,15,317,1,-1,0,unknown,no
44,unemployed,married,secondary,no,0,yes,no,cellular,17,58,1,195,2,failure,no
34,services,married,secondary,no,80,no,yes,cellular,10,240,1,-1,0,unknown,no
36,entrepreneur,married,secondary,no,35,no,no,cellular,4,517,4,-1,0,unknown,no
32,technician,married,secondary,no,0,no,no,unknown,2,68,21,-1,0,unknown,no
44,management,divorced,tertiary,no,96,no,no,cellular,25,119,2,-1,0,unknown,no
26,technician,single,tertiary,no,2781,yes,no,cellular,30,132,1,-1,0,unknown,no
57,management,married,tertiary,no,2142,yes,no,unknown,6,251,3,-1,0,unknown,no
27,student,single,tertiary,no,24,yes,no,cellular,2,344,2,-1,0,unknown,no
31,self-employed,single,tertiary,no,8460,no,no,cellular,20,68,1,-1,0,unknown,no
33,admin.,single,tertiary,no,2,no,no,cellular,29,132,2,-1,0,unknown,no
26,technician,single,tertiary,no,1972,yes,no,cellular,29,221,2,-1,0,unknown,no
33,management,married,tertiary,yes,-148,yes,yes,cellular,19,340,2,-1,0,unknown,no
29,technician,married,tertiary,no,1413,yes,no,cellular,17,170,4,-1,0,unknown,no
33,technician,married,secondary,no,2376,no,no,cellular,7,278,3,-1,0,unknown,no
35,management,married,tertiary,no,648,no,no,cellular,30,674,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,38,yes,no,unknown,23,368,5,-1,0,unknown,no
34,admin.,married,secondary,no,-429,yes,no,cellular,6,320,1,-1,0,unknown,no
43,entrepreneur,married,tertiary,no,1,yes,yes,cellular,15,61,2,-1,0,unknown,no
54,services,married,unknown,no,7864,yes,no,unknown,15,145,4,-1,0,unknown,no
44,admin.,single,secondary,no,-30,yes,no,unknown,7,404,5,-1,0,unknown,no
45,technician,divorced,secondary,no,1309,yes,no,cellular,19,298,1,170,2,failure,no
61,retired,married,primary,no,2863,no,no,cellular,13,264,1,-1,0,unknown,no
51,admin.,divorced,tertiary,no,178,yes,no,cellular,4,184,2,-1,0,unknown,no
55,management,divorced,secondary,no,394,no,no,unknown,5,119,3,-1,0,unknown,no
42,housemaid,married,primary,no,2328,no,no,cellular,20,133,2,-1,0,unknown,no
47,blue-collar,single,secondary,no,57,yes,no,cellular,18,72,3,369,4,failure,no
34,technician,single,tertiary,no,2257,yes,no,unknown,9,62,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,-141,yes,yes,unknown,29,76,3,-1,0,unknown,no
32,admin.,single,secondary,no,781,no,no,cellular,20,305,1,-1,0,unknown,no
47,blue-collar,married,primary,no,159,yes,no,unknown,13,771,2,-1,0,unknown,no
37,admin.,divorced,secondary,no,-165,yes,no,unknown,3,48,2,-1,0,unknown,no
57,blue-collar,married,primary,no,630,yes,no,unknown,29,52,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,678,yes,no,cellular,17,278,1,-1,0,unknown,no
34,admin.,single,secondary,no,266,yes,no,cellular,6,437,2,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,2641,no,no,unknown,17,67,1,-1,0,unknown,no
42,technician,single,secondary,no,568,yes,no,cellular,6,311,2,341,2,failure,no
28,technician,married,tertiary,no,2925,yes,no,cellular,20,81,4,-1,0,unknown,no
29,technician,single,secondary,no,3851,no,no,cellular,2,59,2,-1,0,unknown,no
31,services,married,secondary,no,1422,no,no,cellular,30,97,1,-1,0,unknown,no
59,management,divorced,tertiary,no,59,yes,no,unknown,5,273,1,-1,0,unknown,no
45,technician,single,tertiary,no,2100,yes,no,cellular,23,285,2,-1,0,unknown,no
60,retired,single,primary,no,470,no,no,unknown,16,100,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,1307,yes,no,unknown,30,135,3,-1,0,unknown,no
37,services,married,secondary,no,1616,yes,no,cellular,28,418,3,-1,0,unknown,no
49,admin.,married,secondary,no,209,no,no,unknown,17,26,1,-1,0,unknown,no
48,technician,single,secondary,no,2374,no,no,cellular,18,83,2,-1,0,unknown,no
46,blue-collar,married,primary,no,143,yes,no,unknown,7,279,1,-1,0,unknown,no
49,management,single,tertiary,no,163,yes,no,cellular,30,281,2,269,3,failure,no
57,admin.,married,primary,no,215,yes,yes,cellular,17,210,2,-1,0,unknown,no
40,services,single,secondary,no,23,yes,no,unknown,8,179,5,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,580,1,173,1,failure,no
55,management,married,secondary,no,11743,yes,no,unknown,30,75,1,-1,0,unknown,no
33,services,married,secondary,no,174,yes,no,cellular,15,45,1,298,1,other,no
50,blue-collar,divorced,primary,no,-677,no,no,cellular,10,387,1,-1,0,unknown,no
61,retired,married,secondary,no,313,no,yes,unknown,3,42,1,-1,0,unknown,no
37,services,divorced,secondary,no,490,yes,no,cellular,2,73,1,-1,0,unknown,no
39,technician,married,secondary,no,3494,yes,no,cellular,19,344,4,-1,0,unknown,no
27,student,single,secondary,no,568,yes,no,cellular,18,28,6,-1,0,unknown,no
47,housemaid,divorced,secondary,no,80,no,no,cellular,19,196,2,-1,0,unknown,no
40,technician,married,tertiary,no,278,no,no,cellular,21,55,7,-1,0,unknown,no
31,services,married,secondary,no,388,yes,no,unknown,5,730,2,-1,0,unknown,no
34,services,married,secondary,no,1553,yes,no,cellular,20,6,6,328,8,failure,no
42,technician,single,secondary,no,-1,no,no,cellular,29,259,1,-1,0,unknown,no
31,technician,married,secondary,no,1032,yes,no,unknown,26,70,6,-1,0,unknown,no
40,services,married,primary,no,-45,no,yes,cellular,8,166,1,-1,0,unknown,no
53,technician,married,secondary,no,472,yes,yes,unknown,20,325,1,-1,0,unknown,no
41,technician,married,secondary,no,-172,yes,yes,cellular,11,132,2,-1,0,unknown,no
55,self-employed,married,tertiary,no,1810,yes,no,cellular,13,296,1,-1,0,unknown,no
38,technician,married,secondary,no,1828,no,no,unknown,16,35,1,-1,0,unknown,no
34,management,married,tertiary,no,11,yes,no,cellular,17,22,1,150,2,failure,no
57,blue-collar,married,primary,no,1610,no,no,telephone,16,147,1,-1,0,unknown,no
41,technician,married,secondary,no,335,no,no,cellular,18,169,3,-1,0,unknown,no
42,management,single,tertiary,no,270,yes,no,cellular,31,68,5,-1,0,unknown,no
50,services,divorced,secondary,no,622,yes,no,cellular,14,93,3,-1,0,unknown,no
43,management,married,primary,no,62,yes,no,cellular,18,96,3,-1,0,unknown,no
40,blue-collar,married,primary,no,-234,yes,no,cellular,6,275,1,-1,0,unknown,no
57,entrepreneur,married,secondary,no,9902,no,no,cellular,18,88,3,-1,0,unknown,no
41,management,married,tertiary,no,328,yes,no,cellular,29,65,12,-1,0,unknown,no
58,retired,married,tertiary,no,2577,yes,yes,unknown,15,290,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,unknown,20,165,2,-1,0,unknown,no
36,services,married,unknown,no,-19,no,yes,cellular,24,185,1,-1,0,unknown,no
37,technician,single,secondary,no,-274,yes,no,cellular,26,218,5,-1,0,unknown,no
35,management,divorced,tertiary,no,538,yes,no,cellular,21,109,2,193,4,failure,no
31,technician,single,tertiary,no,645,yes,no,cellular,6,14,6,-1,0,unknown,no
55,retired,divorced,secondary,no,282,yes,no,unknown,5,99,2,-1,0,unknown,no
32,management,single,tertiary,no,261,no,no,cellular,9,13,5,-1,0,unknown,no
31,blue-collar,single,secondary,no,530,no,yes,cellular,18,251,2,-1,0,unknown,no
31,admin.,single,secondary,no,2398,yes,no,unknown,2,16,13,-1,0,unknown,no
35,management,single,tertiary,no,2928,yes,no,cellular,18,54,1,-1,0,unknown,no
42,management,married,secondary,no,2416,yes,no,unknown,20,138,4,-1,0,unknown,no
36,admin.,married,secondary,no,0,no,no,unknown,21,117,1,-1,0,unknown,no
38,management,married,tertiary,no,-113,yes,no,cellular,17,141,1,323,3,failure,no
38,blue-collar,divorced,secondary,no,-90,no,yes,cellular,12,242,1,-1,0,unknown,no
43,blue-collar,married,primary,no,887,yes,no,unknown,14,211,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,411,no,no,cellular,25,115,1,-1,0,unknown,no
26,entrepreneur,married,tertiary,no,38,yes,no,cellular,12,119,1,294,5,failure,no
31,technician,single,secondary,no,18,no,no,cellular,2,109,1,-1,0,unknown,no
29,admin.,single,secondary,no,-309,yes,yes,unknown,4,215,1,-1,0,unknown,no
45,admin.,single,secondary,no,946,yes,no,cellular,13,754,3,143,6,failure,no
48,management,married,tertiary,no,618,no,no,unknown,13,149,1,-1,0,unknown,no
55,admin.,married,secondary,no,128,no,no,cellular,20,359,2,-1,0,unknown,no
47,management,married,tertiary,no,0,no,no,unknown,5,265,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,2054,yes,no,unknown,20,447,1,-1,0,unknown,no
25,management,single,tertiary,no,1270,yes,no,unknown,13,124,2,-1,0,unknown,no
57,unknown,married,secondary,no,2,no,no,unknown,6,112,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,3188,yes,no,cellular,30,288,3,-1,0,unknown,no
44,blue-collar,married,primary,no,271,yes,yes,unknown,9,94,1,-1,0,unknown,no
28,technician,single,tertiary,no,387,yes,no,cellular,28,455,1,-1,0,unknown,no
29,admin.,single,secondary,no,2768,yes,no,cellular,29,69,1,241,4,failure,no
27,services,single,secondary,no,1913,yes,no,unknown,4,216,2,-1,0,unknown,no
59,technician,divorced,secondary,no,2735,no,no,cellular,3,213,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,671,yes,no,unknown,20,10,29,-1,0,unknown,no
53,admin.,divorced,secondary,no,2647,yes,no,cellular,9,494,1,-1,0,unknown,no
51,technician,married,secondary,no,98,yes,no,unknown,28,228,2,-1,0,unknown,no
56,management,divorced,tertiary,no,-59,no,yes,cellular,28,127,6,-1,0,unknown,no
28,technician,single,tertiary,no,356,no,no,cellular,2,76,2,-1,0,unknown,no
34,technician,married,secondary,no,6324,yes,no,cellular,21,190,4,-1,0,unknown,no
55,services,married,secondary,no,151,yes,no,unknown,15,88,2,-1,0,unknown,no
44,management,married,secondary,no,4425,no,no,cellular,30,477,2,-1,0,unknown,no
49,admin.,married,secondary,no,272,yes,yes,cellular,17,108,1,-1,0,unknown,no
32,unemployed,married,tertiary,no,1,no,no,cellular,25,449,2,-1,0,unknown,no
36,admin.,married,secondary,no,898,no,no,cellular,15,118,5,-1,0,unknown,no
29,blue-collar,married,primary,no,190,no,no,unknown,7,51,1,-1,0,unknown,no
41,blue-collar,single,secondary,no,3851,no,no,cellular,19,130,1,-1,0,unknown,no
50,technician,married,secondary,no,1824,yes,no,telephone,13,767,8,-1,0,unknown,no
60,technician,married,tertiary,no,6573,yes,no,cellular,6,126,2,87,2,failure,no
45,unemployed,married,secondary,no,7203,no,no,cellular,30,572,2,-1,0,unknown,no
41,management,married,tertiary,no,185,no,no,cellular,21,286,12,-1,0,unknown,no
31,blue-collar,married,primary,no,490,yes,no,unknown,29,180,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,110,no,no,cellular,8,291,2,-1,0,unknown,no
25,blue-collar,single,primary,no,758,yes,no,cellular,7,258,1,357,1,failure,no
40,blue-collar,divorced,secondary,no,0,yes,no,cellular,7,135,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,118,yes,no,cellular,18,216,1,124,1,success,no
31,blue-collar,single,secondary,no,2137,no,no,unknown,29,413,1,-1,0,unknown,no
48,entrepreneur,married,secondary,no,725,no,yes,cellular,10,105,1,-1,0,unknown,no
30,management,married,tertiary,no,1251,no,no,cellular,5,11,5,-1,0,unknown,no
29,blue-collar,married,primary,no,79,yes,no,cellular,18,27,4,356,2,failure,no
36,blue-collar,married,secondary,no,604,yes,no,unknown,30,235,1,-1,0,unknown,no
28,technician,married,secondary,no,169,yes,no,cellular,24,245,2,-1,0,unknown,no
27,blue-collar,single,primary,no,-71,no,yes,cellular,30,70,3,-1,0,unknown,no
51,blue-collar,married,primary,no,0,no,yes,telephone,17,299,9,-1,0,unknown,no
44,admin.,married,secondary,no,1423,yes,no,unknown,13,162,4,-1,0,unknown,no
59,retired,married,primary,no,2632,no,no,cellular,3,123,1,-1,0,unknown,no
33,management,married,secondary,no,94,yes,no,cellular,17,62,1,-1,0,unknown,no
34,management,single,tertiary,no,99,no,no,cellular,18,70,1,-1,0,unknown,no
26,admin.,single,secondary,no,96,no,no,cellular,2,696,1,27,2,failure,no
41,technician,divorced,secondary,no,1631,yes,no,cellular,12,173,2,-1,0,unknown,no
37,management,married,tertiary,no,21,no,no,cellular,21,50,12,-1,0,unknown,no
41,management,married,tertiary,no,1132,no,no,unknown,15,95,4,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,627,no,no,cellular,20,486,2,-1,0,unknown,no
27,admin.,single,secondary,no,454,no,yes,cellular,15,331,2,-1,0,unknown,no
36,unemployed,married,secondary,no,608,yes,no,cellular,2,114,1,263,3,other,no
39,blue-collar,married,primary,no,12,no,no,unknown,20,210,2,-1,0,unknown,no
40,management,divorced,tertiary,no,390,no,no,cellular,29,80,3,-1,0,unknown,no
34,technician,single,secondary,no,174,no,no,telephone,11,259,4,-1,0,unknown,no
32,services,married,secondary,no,21,no,no,unknown,6,144,15,-1,0,unknown,no
57,blue-collar,married,secondary,no,5935,yes,yes,cellular,19,90,2,198,1,failure,no
32,self-employed,single,tertiary,no,519,yes,no,cellular,18,72,1,-1,0,unknown,no
32,management,single,tertiary,no,1271,yes,no,unknown,20,51,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,1157,no,no,cellular,18,91,4,-1,0,unknown,no
56,services,married,secondary,no,83,no,no,cellular,27,26,11,-1,0,unknown,no
51,management,married,primary,no,192,no,no,unknown,18,129,3,-1,0,unknown,no
36,management,married,tertiary,no,696,no,no,cellular,17,41,1,-1,0,unknown,no
52,management,single,tertiary,yes,0,no,no,unknown,8,98,1,-1,0,unknown,no
47,admin.,married,secondary,no,5401,no,no,cellular,19,824,2,-1,0,unknown,no
63,retired,married,secondary,no,243,no,no,cellular,31,114,1,-1,0,unknown,no
38,blue-collar,married,primary,no,759,yes,no,cellular,11,57,1,-1,0,unknown,no
33,blue-collar,married,primary,no,309,yes,no,cellular,15,42,4,-1,0,unknown,no
32,blue-collar,married,secondary,no,0,no,no,cellular,10,269,1,-1,0,unknown,no
59,management,single,tertiary,no,68,yes,no,unknown,28,176,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,0,yes,yes,cellular,22,124,2,-1,0,unknown,no
56,services,married,unknown,no,628,no,no,cellular,29,96,2,-1,0,unknown,no
28,technician,single,tertiary,no,230,yes,no,cellular,20,505,3,-1,0,unknown,no
58,technician,divorced,secondary,no,797,yes,no,unknown,6,134,2,-1,0,unknown,no
