age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
43,admin.,single,secondary,no,733,yes,no,cellular,19,1102,3,-1,0,unknown,yes
40,unemployed,single,tertiary,no,7968,no,no,cellular,2,596,1,-1,0,unknown,yes
45,technician,single,tertiary,no,2033,no,no,cellular,15,243,5,285,2,success,yes
57,management,married,tertiary,no,830,yes,yes,cellular,8,662,1,367,1,success,yes
29,management,single,tertiary,no,985,yes,no,cellular,23,396,2,-1,0,unknown,yes
25,technician,single,secondary,no,7103,yes,no,cellular,28,188,3,10,1,failure,yes
60,technician,married,secondary,no,116,no,no,cellular,11,329,2,181,8,success,yes
52,housemaid,married,secondary,no,3923,yes,no,unknown,14,942,3,-1,0,unknown,yes
30,unemployed,single,tertiary,no,1159,no,no,telephone,5,366,1,-1,0,unknown,yes
55,unemployed,divorced,secondary,no,309,no,no,cellular,21,467,2,184,1,success,yes
38,management,married,tertiary,no,4174,no,no,cellular,23,336,2,184,5,failure,yes
42,management,married,tertiary,no,372,yes,no,cellular,3,654,2,-1,0,unknown,yes
40,services,single,secondary,no,1547,yes,no,cellular,20,405,1,-1,0,unknown,yes
45,admin.,married,secondary,no,0,no,yes,telephone,15,533,3,-1,0,unknown,yes
57,technician,married,secondary,no,254,no,no,cellular,27,207,1,-1,0,unknown,yes
34,student,single,unknown,no,1011,no,no,cellular,1,253,1,-1,0,unknown,yes
58,services,divorced,secondary,no,462,no,no,cellular,13,495,1,93,1,success,yes
38,management,married,unknown,no,3576,no,no,cellular,25,349,2,183,1,success,yes
45,admin.,married,secondary,no,205,no,no,cellular,3,373,1,92,1,success,yes
33,management,married,tertiary,no,1047,no,no,cellular,8,512,4,-1,0,unknown,yes
44,admin.,single,secondary,no,1534,no,no,cellular,10,95,1,95,3,success,yes
41,management,married,tertiary,no,5561,no,no,cellular,20,649,2,-1,0,unknown,yes
78,unknown,married,unknown,no,2235,no,no,telephone,14,300,3,-1,0,unknown,yes
50,management,divorced,tertiary,no,810,no,no,cellular,4,510,3,-1,0,unknown,yes
76,retired,married,primary,no,2223,no,no,telephone,4,429,1,-1,0,unknown,yes
34,blue-collar,married,secondary,no,320,yes,no,cellular,12,413,1,92,3,success,yes
59,technician,married,secondary,no,116,no,no,cellular,12,398,4,422,3,failure,yes
30,student,single,tertiary,no,3300,no,no,cellular,21,1571,1,-1,0,unknown,yes
48,blue-collar,divorced,primary,no,183,no,no,unknown,9,940,1,-1,0,unknown,yes
51,management,married,tertiary,no,3463,no,yes,cellular,13,371,2,166,3,other,yes
33,technician,married,secondary,no,1968,yes,no,cellular,20,1817,3,-1,0,unknown,yes
49,admin.,divorced,secondary,no,168,yes,yes,unknown,8,513,1,-1,0,unknown,yes
47,technician,single,secondary,no,-239,yes,yes,cellular,7,973,3,-1,0,unknown,yes
46,management,married,tertiary,no,699,no,no,cellular,30,970,1,87,1,failure,yes
25,management,single,tertiary,no,3902,no,no,cellular,23,856,1,-1,0,unknown,yes
49,technician,divorced,secondary,no,305,no,no,cellular,24,367,2,-1,0,unknown,yes
35,unemployed,single,secondary,no,127,yes,no,telephone,14,162,1,-1,0,unknown,yes
23,student,single,unknown,no,2530,no,no,cellular,12,411,1,-1,0,unknown,yes
32,management,married,tertiary,no,2667,yes,no,cellular,4,251,1,181,4,failure,yes
56,admin.,single,secondary,no,4118,no,no,telephone,27,165,1,-1,0,unknown,yes
40,services,married,secondary,no,446,yes,no,unknown,16,1252,1,-1,0,unknown,yes
28,self-employed,single,tertiary,no,0,yes,no,unknown,26,1560,2,-1,0,unknown,yes
25,student,single,secondary,no,3713,no,no,cellular,24,323,2,353,3,other,yes
77,retired,married,tertiary,no,7802,no,no,telephone,4,421,1,92,2,success,yes
30,services,single,tertiary,no,-477,no,yes,cellular,21,1532,2,-1,0,unknown,yes
55,admin.,married,secondary,no,602,no,no,cellular,1,324,3,90,2,success,yes
64,self-employed,married,tertiary,no,661,no,no,cellular,21,367,2,294,2,failure,yes
39,management,married,tertiary,no,763,yes,no,cellular,11,877,7,300,2,other,yes
42,technician,married,secondary,no,994,yes,no,cellular,18,453,1,67,9,success,yes
54,admin.,married,unknown,no,140,no,no,telephone,27,473,2,182,2,failure,yes
48,unemployed,married,secondary,no,817,no,no,cellular,14,517,1,282,4,success,yes
35,management,single,tertiary,no,397,yes,no,cellular,17,594,1,-1,0,unknown,yes
53,services,divorced,secondary,no,765,yes,no,cellular,14,959,3,174,7,other,yes
41,blue-collar,divorced,secondary,no,3622,no,no,unknown,19,1135,4,-1,0,unknown,yes
23,student,single,secondary,no,0,no,no,cellular,30,297,1,83,6,success,yes
27,blue-collar,married,secondary,no,4333,no,no,cellular,20,163,1,-1,0,unknown,yes
28,management,single,tertiary,no,187,no,no,cellular,9,206,1,92,1,success,yes
49,blue-collar,married,secondary,no,553,no,no,cellular,12,645,8,-1,0,unknown,yes
35,admin.,married,tertiary,no,286,no,no,cellular,30,949,2,-1,0,unknown,yes
41,blue-collar,divorced,primary,no,138,yes,no,cellular,18,640,3,-1,0,unknown,yes
62,management,married,tertiary,no,1859,no,no,telephone,6,245,3,-1,0,unknown,yes
31,blue-collar,divorced,secondary,no,0,yes,yes,cellular,18,913,4,-1,0,unknown,yes
42,management,married,tertiary,no,1205,no,no,telephone,8,376,2,-1,0,unknown,yes
34,blue-collar,married,secondary,no,262,no,no,cellular,15,89,2,106,1,success,yes
51,management,married,tertiary,no,469,no,no,cellular,15,200,1,181,2,success,yes
60,admin.,divorced,secondary,no,12039,no,no,telephone,8,236,1,-1,0,unknown,yes
27,admin.,single,secondary,no,4745,no,no,telephone,12,411,4,192,1,other,yes
51,blue-collar,married,secondary,no,7180,yes,no,unknown,14,927,1,-1,0,unknown,yes
26,services,single,secondary,no,136,no,no,cellular,20,120,1,-1,0,unknown,yes
53,admin.,divorced,secondary,no,0,yes,yes,cellular,6,1452,1,98,2,failure,yes
24,technician,single,secondary,no,726,no,no,cellular,8,445,2,-1,0,unknown,yes
33,admin.,married,secondary,no,920,no,no,cellular,16,130,1,95,2,failure,yes
38,blue-collar,married,secondary,no,622,yes,no,unknown,21,611,2,-1,0,unknown,yes
35,blue-collar,single,secondary,no,4963,yes,no,cellular,14,456,1,300,1,failure,yes
45,blue-collar,single,primary,no,116,no,no,unknown,13,122,1,-1,0,unknown,yes
20,blue-collar,single,secondary,no,76,yes,no,cellular,18,639,2,-1,0,unknown,yes
44,management,married,tertiary,no,4119,yes,yes,telephone,21,1074,1,-1,0,unknown,yes
39,admin.,single,secondary,no,2345,yes,no,cellular,8,491,2,344,2,failure,yes
26,admin.,married,secondary,no,1595,no,no,cellular,15,155,1,105,1,failure,yes
30,management,single,tertiary,no,697,no,no,cellular,29,215,3,80,5,success,yes
60,technician,single,primary,no,11262,no,no,cellular,26,323,1,-1,0,unknown,yes
41,retired,divorced,primary,no,-233,yes,no,unknown,15,1156,2,-1,0,unknown,yes
35,services,married,secondary,no,4170,yes,no,unknown,20,1777,1,-1,0,unknown,yes
25,technician,single,secondary,no,1231,yes,no,cellular,27,412,5,-1,0,unknown,yes
42,entrepreneur,single,unknown,no,323,no,no,unknown,16,617,1,-1,0,unknown,yes
25,technician,single,secondary,no,7103,yes,no,cellular,28,188,3,10,1,failure,yes
54,blue-collar,married,primary,no,1311,no,no,telephone,15,485,3,184,3,failure,yes
51,blue-collar,married,primary,no,7098,no,no,cellular,6,1471,7,-1,0,unknown,yes
34,admin.,married,tertiary,no,0,no,no,cellular,28,155,2,-1,0,unknown,yes
38,admin.,single,secondary,no,2470,no,no,telephone,31,227,1,-1,0,unknown,yes
28,management,single,tertiary,no,1584,yes,no,cellular,1,222,2,-1,0,unknown,yes
41,services,married,secondary,no,471,yes,no,cellular,13,954,2,293,4,success,yes
34,admin.,married,secondary,no,920,no,no,cellular,14,526,3,179,3,success,yes
31,management,married,tertiary,no,3,yes,yes,cellular,11,331,1,-1,0,unknown,yes
44,self-employed,married,secondary,no,706,no,no,unknown,5,204,1,-1,0,unknown,yes
58,management,divorced,tertiary,no,5701,no,no,cellular,2,521,1,-1,0,unknown,yes
42,entrepreneur,divorced,secondary,no,335,yes,no,cellular,12,580,1,-1,0,unknown,yes
30,management,single,tertiary,no,533,no,no,cellular,11,229,2,99,4,success,yes
43,management,married,tertiary,no,3518,no,no,cellular,28,206,2,196,2,success,yes
25,student,single,secondary,no,2975,no,no,cellular,2,799,2,-1,0,unknown,yes
42,blue-collar,married,secondary,no,443,yes,no,unknown,2,671,5,-1,0,unknown,yes
34,management,married,tertiary,no,589,no,no,cellular,19,125,2,-1,0,unknown,yes
29,admin.,single,secondary,no,464,no,no,cellular,9,208,2,91,3,success,yes
59,admin.,married,secondary,no,145,yes,no,telephone,12,556,2,287,13,success,yes
38,management,single,tertiary,no,455,yes,no,cellular,19,255,2,555,6,success,yes
47,technician,single,secondary,no,1101,yes,no,cellular,23,957,3,-1,0,unknown,yes
28,self-employed,single,secondary,no,5679,yes,no,cellular,9,701,4,-1,0,unknown,yes
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,11,172,1,91,5,success,yes
60,retired,married,primary,no,1588,no,no,cellular,6,728,1,-1,0,unknown,yes
29,management,single,tertiary,no,2955,no,no,cellular,29,226,2,-1,0,unknown,yes
59,blue-collar,divorced,primary,no,989,no,no,cellular,20,125,2,-1,0,unknown,yes
57,management,married,tertiary,no,9103,no,yes,unknown,20,1098,2,-1,0,unknown,yes
42,blue-collar,single,primary,no,1628,yes,no,cellular,25,590,8,-1,0,unknown,yes
74,retired,married,primary,no,0,no,no,telephone,13,562,2,-1,0,unknown,yes
58,management,divorced,tertiary,no,1257,no,no,cellular,5,1536,1,-1,0,unknown,yes
46,blue-collar,married,secondary,no,922,yes,no,telephone,8,576,1,-1,0,unknown,yes
45,management,divorced,secondary,no,644,yes,no,unknown,4,633,1,-1,0,unknown,yes
45,blue-collar,divorced,primary,no,-207,no,no,cellular,15,878,2,-1,0,unknown,yes
65,retired,married,secondary,no,2326,no,yes,cellular,21,276,1,-1,0,unknown,yes
46,blue-collar,married,secondary,no,1723,no,no,cellular,17,176,2,52,7,failure,yes
27,student,single,tertiary,no,118,no,no,cellular,31,160,3,98,1,failure,yes
26,admin.,single,primary,no,-122,yes,no,unknown,23,670,3,-1,0,unknown,yes
35,unemployed,single,tertiary,no,415,no,no,cellular,4,649,1,176,1,failure,yes
40,management,married,secondary,no,406,yes,no,unknown,12,577,2,-1,0,unknown,yes
45,technician,divorced,secondary,no,-357,yes,yes,cellular,18,618,1,355,2,failure,yes
32,blue-collar,married,primary,no,415,yes,no,unknown,2,777,4,-1,0,unknown,yes
35,admin.,divorced,secondary,no,1085,no,no,cellular,5,199,1,86,7,success,yes
60,services,single,primary,no,313,yes,no,unknown,15,920,2,-1,0,unknown,yes
30,blue-collar,single,secondary,no,161,no,yes,telephone,8,298,3,-1,0,unknown,yes
24,admin.,single,secondary,no,60,yes,no,cellular,16,417,2,-1,0,unknown,no
55,management,married,tertiary,no,4982,yes,no,telephone,18,51,1,-1,0,unknown,no
49,blue-collar,married,primary,no,23,yes,no,unknown,23,247,1,-1,0,unknown,no
56,blue-collar,married,secondary,no,1316,no,no,cellular,30,76,5,-1,0,unknown,no
52,management,married,tertiary,no,2549,yes,no,cellular,5,604,1,-1,0,unknown,no
32,technician,married,secondary,no,-203,yes,no,cellular,18,67,1,-1,0,unknown,no
30,technician,single,secondary,no,656,no,yes,unknown,4,523,1,-1,0,unknown,no
46,unemployed,single,secondary,no,836,no,no,cellular,18,95,1,-1,0,unknown,no
36,blue-collar,married,primary,no,711,yes,no,unknown,23,154,2,-1,0,unknown,no
52,services,married,secondary,no,10021,no,no,cellular,20,174,1,-1,0,unknown,no
38,blue-collar,married,primary,no,15477,no,no,unknown,20,114,2,-1,0,unknown,no
28,admin.,single,secondary,no,-281,yes,no,cellular,8,144,4,340,4,other,no
42,unemployed,married,primary,no,11,no,no,cellular,7,111,3,-1,0,unknown,no
32,management,single,tertiary,no,0,yes,no,unknown,15,86,4,-1,0,unknown,no
41,technician,married,secondary,no,335,no,no,cellular,18,169,3,-1,0,unknown,no
57,retired,divorced,secondary,no,-331,yes,no,unknown,6,531,1,-1,0,unknown,no
55,retired,divorced,secondary,no,1580,no,yes,cellular,21,82,5,155,1,success,no
55,technician,married,secondary,no,0,no,no,cellular,19,336,1,-1,0,unknown,no
31,technician,divorced,secondary,no,0,no,no,cellular,29,256,2,-1,0,unknown,no
46,technician,married,secondary,no,488,no,no,unknown,5,92,1,-1,0,unknown,no
31,technician,single,secondary,no,0,no,no,cellular,29,157,2,-1,0,unknown,no
57,services,single,secondary,no,1430,yes,no,unknown,3,666,5,-1,0,unknown,no
23,student,single,secondary,no,234,yes,no,cellular,18,33,5,354,7,other,no
36,management,divorced,tertiary,no,14930,no,no,cellular,23,190,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,93,no,no,unknown,9,92,6,-1,0,unknown,no
24,admin.,single,secondary,no,60,yes,no,cellular,16,417,2,-1,0,unknown,no
57,entrepreneur,married,secondary,no,666,no,no,cellular,4,138,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,1102,yes,no,unknown,23,159,3,-1,0,unknown,no
31,technician,single,secondary,no,0,yes,no,cellular,6,239,3,-1,0,unknown,no
38,blue-collar,single,primary,no,2198,no,no,cellular,9,269,2,-1,0,unknown,no
59,self-employed,married,secondary,no,170,no,no,cellular,9,62,1,-1,0,unknown,no
52,management,divorced,primary,no,11,no,no,cellular,6,365,1,9,1,other,no
38,management,married,tertiary,no,238,no,no,cellular,4,131,1,90,2,success,no
33,housemaid,married,primary,no,2293,yes,no,cellular,19,457,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,525,yes,no,unknown,20,10,6,-1,0,unknown,no
34,admin.,married,secondary,no,79,yes,no,cellular,17,193,1,329,1,failure,no
39,services,single,secondary,no,-189,yes,no,unknown,30,76,9,-1,0,unknown,no
50,management,married,tertiary,no,3327,no,no,cellular,25,74,7,-1,0,unknown,no
31,management,single,secondary,no,202,yes,no,cellular,7,590,1,-1,0,unknown,no
52,management,married,unknown,no,672,no,yes,cellular,17,171,1,-1,0,unknown,no
29,student,single,secondary,no,1093,yes,no,unknown,29,368,2,-1,0,unknown,no
59,technician,married,secondary,no,2034,no,no,cellular,20,218,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,313,yes,no,cellular,20,172,2,343,3,other,no
42,technician,married,secondary,no,-113,yes,yes,cellular,29,32,5,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,34,yes,no,cellular,15,272,1,-1,0,unknown,no
34,blue-collar,married,primary,no,197,yes,no,cellular,22,181,1,-1,0,unknown,no
26,services,single,secondary,no,3,no,yes,cellular,21,140,4,-1,0,unknown,no
38,blue-collar,married,secondary,no,1370,yes,no,cellular,11,472,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,38,yes,no,unknown,23,31,1,-1,0,unknown,no
42,admin.,divorced,secondary,no,24,yes,no,cellular,6,219,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,322,yes,yes,cellular,9,117,3,-1,0,unknown,no
39,technician,divorced,secondary,no,688,yes,yes,cellular,19,214,1,-1,0,unknown,no
37,self-employed,married,tertiary,no,1510,yes,no,unknown,3,88,2,-1,0,unknown,no
54,management,single,tertiary,no,1439,yes,no,unknown,15,809,3,-1,0,unknown,no
36,technician,married,secondary,no,-179,yes,no,cellular,18,476,2,124,1,failure,no
55,services,married,secondary,no,841,yes,no,cellular,15,140,9,372,4,failure,no
44,blue-collar,divorced,secondary,no,427,yes,no,cellular,18,151,1,-1,0,unknown,no
52,admin.,married,secondary,no,0,no,no,cellular,22,91,2,275,1,failure,no
19,student,single,secondary,no,1803,no,no,cellular,23,124,1,105,1,failure,no
80,retired,married,primary,no,1021,no,no,telephone,26,37,1,-1,0,unknown,no
33,self-employed,married,secondary,no,47,no,no,cellular,19,168,2,-1,0,unknown,no
34,services,married,secondary,no,404,yes,no,cellular,9,208,12,337,1,failure,no
36,blue-collar,single,secondary,no,1012,yes,yes,unknown,6,399,1,-1,0,unknown,no
34,management,single,tertiary,no,-184,yes,yes,cellular,15,80,3,352,1,other,no
36,management,married,tertiary,no,9324,yes,no,cellular,30,138,8,-1,0,unknown,no
28,technician,single,tertiary,no,1050,yes,no,unknown,26,293,1,-1,0,unknown,no
40,blue-collar,married,primary,no,451,yes,no,cellular,6,356,3,262,1,failure,no
29,admin.,single,tertiary,no,135,no,no,cellular,7,248,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,505,yes,no,cellular,15,117,1,-1,0,unknown,no
51,admin.,married,secondary,no,423,yes,yes,cellular,16,95,1,-1,0,unknown,no
32,technician,married,secondary,no,5,yes,no,cellular,17,114,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,1439,yes,no,telephone,28,73,6,-1,0,unknown,no
36,blue-collar,married,secondary,no,1132,yes,yes,unknown,20,258,2,-1,0,unknown,no
55,admin.,divorced,secondary,no,166,no,no,cellular,20,324,7,153,4,failure,no
51,housemaid,married,secondary,yes,-1013,yes,no,unknown,26,664,1,-1,0,unknown,no
59,retired,divorced,secondary,no,208,no,yes,cellular,28,503,2,-1,0,unknown,no
25,management,single,secondary,no,1272,yes,no,cellular,24,342,2,-1,0,unknown,no
28,unemployed,single,secondary,no,538,no,no,cellular,4,114,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,17,yes,no,unknown,19,153,14,-1,0,unknown,no
35,technician,married,tertiary,no,0,yes,yes,cellular,26,135,3,363,2,failure,no
34,blue-collar,divorced,secondary,no,-566,yes,no,unknown,26,248,2,-1,0,unknown,no
34,technician,single,secondary,no,27446,yes,no,cellular,21,203,2,-1,0,unknown,no
33,technician,divorced,tertiary,no,-386,yes,no,unknown,23,530,1,-1,0,unknown,no
38,blue-collar,married,primary,no,15477,no,no,unknown,20,114,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,352,yes,no,unknown,30,156,5,-1,0,unknown,no
37,technician,married,secondary,no,712,yes,no,cellular,18,291,2,-1,0,unknown,no
45,self-employed,married,secondary,no,571,yes,no,cellular,19,361,5,-1,0,unknown,no
39,services,married,secondary,no,323,no,no,cellular,3,1804,3,182,3,other,no
58,services,married,secondary,no,2479,yes,no,telephone,17,292,1,-1,0,unknown,no
39,blue-collar,married,primary,no,292,no,no,unknown,12,394,1,-1,0,unknown,no
34,technician,married,secondary,no,7171,yes,no,cellular,19,523,2,-1,0,unknown,no
44,technician,married,secondary,no,381,yes,no,cellular,9,92,1,-1,0,unknown,no
56,retired,married,tertiary,no,478,no,no,cellular,5,97,1,-1,0,unknown,no
32,admin.,single,secondary,no,64,yes,no,cellular,21,204,3,-1,0,unknown,no
40,services,married,secondary,no,-342,yes,no,unknown,26,754,1,-1,0,unknown,no
36,management,married,tertiary,no,867,no,no,cellular,14,159,2,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,139,yes,no,unknown,7,91,1,-1,0,unknown,no
36,blue-collar,married,primary,no,448,yes,no,unknown,5,286,1,-1,0,unknown,no
45,entrepreneur,single,primary,no,0,no,no,cellular,7,354,1,-1,0,unknown,no
37,management,single,tertiary,no,9,no,no,cellular,26,484,2,-1,0,unknown,no
40,services,single,secondary,no,326,yes,no,cellular,6,242,2,169,2,failure,no
31,housemaid,married,secondary,no,1,yes,no,unknown,30,101,16,-1,0,unknown,no
58,blue-collar,married,secondary,no,0,no,yes,cellular,14,101,5,-1,0,unknown,no
45,technician,divorced,secondary,no,245,yes,no,cellular,30,76,3,-1,0,unknown,no
52,technician,married,secondary,no,-35,no,yes,cellular,28,165,1,-1,0,unknown,no
49,management,married,tertiary,no,865,no,no,cellular,28,280,1,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,4,yes,no,cellular,16,158,1,-1,0,unknown,no
59,retired,married,secondary,no,1121,yes,no,cellular,15,249,2,-1,0,unknown,no
42,admin.,married,secondary,no,437,yes,no,cellular,11,120,3,190,1,failure,no
49,services,married,primary,no,5737,yes,no,unknown,29,417,2,-1,0,unknown,no
60,technician,married,tertiary,no,804,no,no,cellular,7,36,2,-1,0,unknown,no
25,admin.,single,tertiary,no,1420,no,no,cellular,8,124,2,-1,0,unknown,no
59,retired,married,primary,no,-266,yes,yes,cellular,31,266,11,-1,0,unknown,no
45,technician,married,secondary,no,34,no,no,telephone,27,96,7,-1,0,unknown,no
44,services,married,secondary,no,3536,no,no,cellular,31,106,6,-1,0,unknown,no
32,management,married,tertiary,no,628,no,no,cellular,30,280,1,-1,0,unknown,no
50,blue-collar,married,primary,no,0,yes,no,cellular,11,503,3,339,2,failure,no
47,entrepreneur,single,tertiary,no,77,yes,yes,cellular,7,308,1,335,3,failure,no
35,management,married,tertiary,no,2088,yes,no,cellular,12,94,1,51,3,failure,no
23,student,single,secondary,no,234,yes,no,cellular,18,33,5,354,7,other,no
35,technician,single,secondary,no,7530,no,no,cellular,18,117,1,-1,0,unknown,no
57,services,single,secondary,no,2236,yes,no,unknown,14,73,2,-1,0,unknown,no
32,technician,divorced,tertiary,no,3628,no,no,cellular,18,130,2,-1,0,unknown,no
46,management,married,tertiary,no,189,yes,no,cellular,20,45,1,154,1,failure,no
32,management,single,tertiary,no,11315,no,no,unknown,23,286,1,-1,0,unknown,no
31,management,single,tertiary,no,23,yes,no,cellular,7,98,1,-1,0,unknown,no
40,self-employed,married,primary,no,422,yes,no,unknown,14,187,3,-1,0,unknown,no
33,blue-collar,married,primary,no,934,yes,no,unknown,4,244,2,-1,0,unknown,no
30,unemployed,married,primary,no,1379,no,yes,cellular,20,172,2,-1,0,unknown,no
39,management,single,tertiary,no,406,yes,no,unknown,7,68,1,-1,0,unknown,no
34,blue-collar,married,primary,no,571,yes,no,unknown,23,202,2,-1,0,unknown,no
32,technician,married,tertiary,no,3850,yes,no,cellular,20,63,4,-1,0,unknown,no
33,management,single,tertiary,no,5945,yes,no,cellular,19,190,1,-1,0,unknown,no
44,management,married,tertiary,no,1383,no,no,cellular,22,243,12,-1,0,unknown,no
36,technician,married,secondary,no,5521,no,no,unknown,6,61,1,-1,0,unknown,no
31,unemployed,single,primary,no,0,yes,no,unknown,15,24,18,-1,0,unknown,no
37,management,single,tertiary,no,2173,no,no,cellular,21,158,3,114,1,failure,no
39,technician,divorced,secondary,no,385,no,no,cellular,25,644,1,-1,0,unknown,no
35,blue-collar,divorced,secondary,yes,-12,no,yes,unknown,20,714,4,-1,0,unknown,no
38,blue-collar,married,secondary,no,4321,no,no,cellular,18,252,1,85,6,failure,no
51,technician,married,secondary,no,2,yes,yes,cellular,4,71,1,205,3,failure,no
35,housemaid,married,secondary,no,495,no,no,cellular,14,414,4,-1,0,unknown,no
51,technician,divorced,secondary,no,468,yes,no,unknown,30,475,4,-1,0,unknown,no
42,blue-collar,married,secondary,no,130,no,no,unknown,2,180,3,-1,0,unknown,no
49,admin.,married,secondary,no,0,yes,no,cellular,17,201,1,-1,0,unknown,no
43,unknown,single,unknown,no,181,no,no,telephone,28,41,1,-1,0,unknown,no
25,student,single,secondary,no,6400,no,no,cellular,7,100,1,-1,0,unknown,no
30,admin.,single,tertiary,no,0,yes,no,cellular,11,56,3,-1,0,unknown,no
34,technician,single,secondary,no,1076,no,no,cellular,8,70,2,-1,0,unknown,no
52,admin.,married,secondary,no,-732,yes,yes,unknown,28,61,2,-1,0,unknown,no
35,management,single,secondary,no,83,yes,no,cellular,6,90,1,-1,0,unknown,no
27,unemployed,single,primary,no,1088,no,no,cellular,3,201,1,-1,0,unknown,no
53,technician,married,secondary,no,2818,yes,no,cellular,16,350,7,-1,0,unknown,no
48,technician,married,secondary,no,3142,no,no,unknown,23,563,1,-1,0,unknown,no
58,management,married,primary,no,1136,no,no,unknown,17,65,3,-1,0,unknown,no
54,blue-collar,married,secondary,no,537,no,no,cellular,4,226,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,778,yes,no,cellular,16,30,1,-1,0,unknown,no
53,management,married,tertiary,no,8563,yes,no,cellular,18,69,1,-1,0,unknown,no
35,management,married,tertiary,no,3168,no,no,cellular,22,24,30,-1,0,unknown,no
58,blue-collar,married,secondary,no,72,no,no,cellular,19,235,5,-1,0,unknown,no
48,admin.,married,secondary,no,8,no,yes,cellular,7,46,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,4,yes,no,cellular,15,310,1,-1,0,unknown,no
29,technician,single,tertiary,no,1221,yes,no,cellular,21,72,2,-1,0,unknown,no
49,management,divorced,tertiary,no,169,no,no,cellular,18,141,1,-1,0,unknown,no
37,technician,married,tertiary,no,0,yes,no,cellular,2,440,2,-1,0,unknown,no
34,technician,married,tertiary,no,932,yes,no,cellular,4,218,1,-1,0,unknown,no
34,services,divorced,secondary,no,1281,no,no,cellular,5,237,1,-1,0,unknown,no
47,technician,married,tertiary,no,213,no,no,cellular,1,154,1,-1,0,unknown,no
29,technician,married,tertiary,no,138,yes,yes,cellular,14,113,3,-1,0,unknown,no
30,unemployed,married,secondary,no,221,no,no,cellular,8,61,4,-1,0,unknown,no
24,self-employed,single,tertiary,no,2376,no,no,cellular,11,123,1,106,1,success,no
41,services,divorced,secondary,no,1400,no,no,cellular,28,191,1,-1,0,unknown,no
43,technician,divorced,tertiary,no,27,no,no,cellular,7,412,4,-1,0,unknown,no
28,student,single,secondary,no,293,no,no,cellular,15,194,3,-1,0,unknown,no
39,management,married,tertiary,no,-4,no,no,cellular,10,358,1,-1,0,unknown,no
31,technician,single,tertiary,no,424,no,no,cellular,21,93,2,-1,0,unknown,no
41,unemployed,married,primary,yes,-581,yes,no,unknown,8,218,2,-1,0,unknown,no
58,housemaid,married,primary,no,1274,no,no,unknown,18,35,7,-1,0,unknown,no
34,technician,single,secondary,no,486,yes,no,unknown,27,185,1,-1,0,unknown,no
39,admin.,married,secondary,no,1408,yes,no,cellular,17,306,1,-1,0,unknown,no
45,admin.,married,unknown,no,323,no,no,telephone,4,56,4,7,6,other,no
31,management,single,tertiary,no,34,no,no,cellular,22,121,1,-1,0,unknown,no
42,management,divorced,tertiary,no,0,no,no,telephone,19,225,4,-1,0,unknown,no
52,technician,married,secondary,no,291,no,no,unknown,8,143,1,-1,0,unknown,no
39,management,single,tertiary,no,406,yes,no,unknown,7,68,1,-1,0,unknown,no
50,management,divorced,tertiary,no,1349,yes,yes,cellular,28,326,1,-1,0,unknown,no
59,retired,married,secondary,no,161,yes,no,cellular,21,272,2,-1,0,unknown,no
42,management,divorced,secondary,no,640,no,no,cellular,30,545,1,-1,0,unknown,no
35,services,married,secondary,no,70,yes,yes,cellular,8,197,1,350,4,failure,no
57,blue-collar,married,primary,no,42,yes,no,unknown,21,384,3,-1,0,unknown,no
55,blue-collar,married,primary,no,3957,no,yes,cellular,4,79,2,-1,0,unknown,no
33,technician,single,tertiary,no,231,yes,no,unknown,27,198,2,-1,0,unknown,no
35,management,single,tertiary,no,714,yes,no,cellular,26,135,22,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,388,no,no,cellular,14,605,2,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,635,yes,no,cellular,13,122,2,-1,0,unknown,no
32,blue-collar,married,primary,no,9750,yes,no,cellular,21,51,2,-1,0,unknown,no
53,admin.,single,primary,no,0,yes,no,cellular,7,176,1,322,5,other,no
65,retired,married,primary,no,1343,no,no,telephone,2,468,2,-1,0,unknown,no
50,blue-collar,married,primary,no,1164,yes,no,unknown,8,166,2,-1,0,unknown,no
32,management,married,tertiary,no,184,yes,no,cellular,14,238,3,-1,0,unknown,no
36,blue-collar,married,secondary,yes,-347,yes,yes,unknown,28,109,3,-1,0,unknown,no
41,technician,married,secondary,no,2185,yes,no,cellular,7,157,4,309,4,other,no
23,blue-collar,single,primary,no,3198,yes,no,cellular,15,224,1,352,2,failure,no
