age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
74,retired,married,primary,no,1413,no,no,cellular,25,385,2,-1,0,unknown,yes
30,self-employed,single,tertiary,no,916,no,no,cellular,29,449,2,-1,0,unknown,yes
33,management,single,tertiary,no,224,no,no,cellular,23,409,2,92,4,success,yes
38,management,married,unknown,no,76,no,no,cellular,16,261,1,-1,0,unknown,yes
49,management,married,tertiary,no,1093,yes,yes,cellular,12,243,2,91,2,success,yes
40,technician,divorced,tertiary,no,568,yes,no,unknown,24,112,1,-1,0,unknown,yes
39,technician,married,secondary,no,2266,no,no,cellular,18,208,4,-1,0,unknown,yes
56,retired,married,primary,no,9367,no,no,cellular,4,617,2,-1,0,unknown,yes
41,blue-collar,married,primary,no,1250,yes,no,unknown,20,1392,2,-1,0,unknown,yes
56,management,married,primary,no,0,no,no,cellular,3,996,1,-1,0,unknown,yes
55,admin.,married,secondary,no,139,no,no,cellular,30,241,1,-1,0,unknown,yes
38,technician,divorced,secondary,no,902,yes,no,cellular,3,650,1,-1,0,unknown,yes
83,retired,single,primary,no,1965,no,no,telephone,13,1003,3,-1,0,unknown,yes
28,self-employed,single,tertiary,no,805,no,no,cellular,16,331,1,-1,0,unknown,yes
44,technician,single,secondary,no,250,no,no,telephone,2,382,2,-1,0,unknown,yes
64,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,201,1,-1,0,unknown,yes
58,unknown,married,unknown,no,68,no,no,cellular,2,268,1,-1,0,unknown,yes
76,retired,married,primary,no,3324,no,no,cellular,11,309,1,90,4,success,yes
24,technician,married,secondary,no,556,yes,no,cellular,6,368,2,80,2,success,yes
32,management,divorced,tertiary,no,874,no,no,cellular,12,1282,6,-1,0,unknown,yes
80,retired,married,primary,no,997,no,no,cellular,28,151,1,91,3,success,yes
52,retired,divorced,primary,no,-779,yes,yes,cellular,17,709,1,-1,0,unknown,yes
28,management,single,tertiary,no,3611,no,no,cellular,26,141,2,-1,0,unknown,yes
33,management,single,tertiary,no,1271,yes,no,cellular,15,636,3,330,1,failure,yes
44,blue-collar,single,primary,no,1593,yes,no,unknown,29,828,3,-1,0,unknown,yes
37,technician,married,tertiary,no,549,no,no,cellular,2,239,1,-1,0,unknown,yes
55,technician,married,secondary,no,264,yes,yes,cellular,31,1150,5,-1,0,unknown,yes
36,services,single,secondary,no,1227,yes,yes,cellular,4,775,5,341,3,failure,yes
34,admin.,married,tertiary,no,0,no,no,cellular,30,292,1,183,2,success,yes
37,technician,single,secondary,no,4,no,no,cellular,11,933,1,-1,0,unknown,yes
32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,709,2,-1,0,unknown,yes
66,retired,married,tertiary,no,3,no,no,cellular,6,550,1,-1,0,unknown,yes
35,blue-collar,married,unknown,no,520,yes,no,cellular,17,476,1,-1,0,unknown,yes
24,student,single,secondary,no,1234,no,no,cellular,21,314,1,156,2,success,yes
40,technician,married,tertiary,no,1293,no,no,cellular,16,1702,3,105,2,success,yes
41,unemployed,married,tertiary,no,0,no,no,cellular,29,882,1,181,3,success,yes
55,technician,married,secondary,yes,-308,no,no,cellular,2,781,1,-1,0,unknown,yes
26,admin.,married,secondary,no,1595,no,no,cellular,15,155,1,105,1,failure,yes
33,management,married,tertiary,no,3401,no,no,cellular,20,253,1,-1,0,unknown,yes
59,retired,married,tertiary,no,148,yes,yes,cellular,8,685,2,366,1,other,yes
42,management,married,unknown,no,1519,no,no,cellular,19,268,1,-1,0,unknown,yes
39,admin.,single,tertiary,no,22086,no,no,cellular,4,160,1,-1,0,unknown,yes
50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,76,1,-1,0,unknown,yes
31,management,married,tertiary,no,325,yes,no,cellular,18,1139,2,-1,0,unknown,yes
40,management,married,tertiary,no,1598,yes,yes,cellular,6,1074,4,344,3,failure,yes
56,unemployed,married,secondary,no,0,no,no,telephone,2,492,1,-1,0,unknown,yes
30,management,single,tertiary,no,502,no,no,cellular,11,463,3,95,6,success,yes
52,management,married,tertiary,no,3634,no,no,cellular,8,341,8,-1,0,unknown,yes
36,management,married,tertiary,no,2161,no,no,cellular,8,708,2,183,5,success,yes
31,management,married,tertiary,no,676,no,no,cellular,7,1182,1,-1,0,unknown,yes
46,management,divorced,tertiary,no,461,no,no,cellular,30,369,2,-1,0,unknown,yes
62,management,married,tertiary,no,1859,no,no,telephone,6,245,3,-1,0,unknown,yes
31,blue-collar,single,secondary,no,1979,yes,yes,cellular,6,1205,1,-1,0,unknown,yes
49,admin.,divorced,secondary,no,168,yes,yes,unknown,8,513,1,-1,0,unknown,yes
60,technician,married,secondary,no,259,no,no,cellular,6,396,1,386,2,success,yes
36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,1723,1,356,2,success,yes
30,management,married,tertiary,no,1942,yes,yes,cellular,21,436,2,178,3,other,yes
46,technician,married,secondary,no,3434,no,yes,cellular,27,115,1,-1,0,unknown,yes
43,management,married,tertiary,no,1258,no,no,unknown,20,312,1,-1,0,unknown,yes
33,management,married,tertiary,no,0,yes,no,cellular,17,378,1,-1,0,unknown,yes
54,services,divorced,secondary,no,0,no,no,cellular,18,362,1,290,3,success,yes
33,services,married,secondary,no,1076,no,no,cellular,11,131,1,96,5,failure,yes
36,blue-collar,single,secondary,no,478,yes,no,cellular,13,610,1,-1,0,unknown,yes
30,blue-collar,married,secondary,no,0,yes,yes,cellular,10,1399,1,-1,0,unknown,yes
39,management,married,tertiary,no,2939,no,no,cellular,15,348,2,-1,0,unknown,yes
38,unemployed,married,primary,no,7005,yes,no,cellular,7,370,1,412,1,failure,yes
22,student,single,tertiary,no,691,no,no,cellular,30,260,5,103,1,success,yes
37,unemployed,single,secondary,no,2722,no,no,telephone,27,426,2,179,3,other,yes
30,management,single,tertiary,no,4889,no,no,cellular,11,545,2,-1,0,unknown,yes
34,management,married,tertiary,no,0,yes,no,cellular,30,300,1,86,1,success,yes
29,management,single,tertiary,no,874,yes,no,cellular,16,152,1,103,1,success,yes
30,admin.,single,secondary,no,265,yes,no,cellular,25,681,1,181,2,success,yes
30,blue-collar,single,secondary,no,183,yes,no,cellular,18,610,1,-1,0,unknown,yes
53,admin.,married,secondary,no,849,yes,no,cellular,6,3102,3,-1,0,unknown,yes
54,management,divorced,tertiary,no,496,no,no,cellular,13,452,3,-1,0,unknown,yes
60,blue-collar,married,primary,no,5,no,no,cellular,29,533,1,92,1,success,yes
52,technician,married,tertiary,no,876,no,no,cellular,4,601,3,-1,0,unknown,yes
43,management,married,tertiary,no,3518,no,no,cellular,28,206,2,196,2,success,yes
31,student,single,secondary,no,3511,no,no,cellular,6,311,1,96,1,success,yes
37,management,married,tertiary,no,255,no,no,cellular,24,562,2,183,10,success,yes
41,entrepreneur,married,secondary,no,30,no,no,cellular,30,460,1,-1,0,unknown,yes
59,retired,divorced,tertiary,no,3444,no,no,cellular,10,252,1,185,2,success,yes
52,technician,married,tertiary,no,0,no,no,cellular,9,467,3,92,7,failure,yes
48,blue-collar,married,secondary,no,480,yes,no,cellular,15,830,1,352,2,failure,yes
28,unknown,single,secondary,no,4465,no,no,cellular,28,769,1,-1,0,unknown,yes
33,unemployed,married,secondary,no,1211,no,no,cellular,7,456,1,-1,0,unknown,yes
74,retired,married,primary,no,0,no,no,telephone,13,562,2,-1,0,unknown,yes
66,retired,married,tertiary,no,3,no,no,cellular,6,550,1,-1,0,unknown,yes
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,164,4,92,4,success,yes
47,services,married,secondary,no,367,yes,no,cellular,10,476,4,-1,0,unknown,yes
52,management,married,tertiary,no,193,no,no,cellular,30,381,1,269,1,failure,yes
45,entrepreneur,married,unknown,no,3133,yes,yes,cellular,10,804,1,-1,0,unknown,yes
38,blue-collar,married,secondary,no,1165,yes,no,cellular,13,784,3,94,10,failure,yes
52,technician,married,tertiary,no,2557,no,no,cellular,8,340,1,156,1,other,yes
47,admin.,married,secondary,no,368,no,no,cellular,23,269,1,187,5,success,yes
45,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,1030,1,-1,0,unknown,yes
18,student,single,primary,no,608,no,no,cellular,12,267,1,-1,0,unknown,yes
34,admin.,single,tertiary,no,18,yes,yes,cellular,30,359,1,-1,0,unknown,yes
34,self-employed,married,tertiary,no,0,no,no,cellular,28,730,11,-1,0,unknown,yes
59,blue-collar,married,primary,no,1939,no,no,cellular,23,172,1,-1,0,unknown,yes
47,management,single,tertiary,no,86,no,no,cellular,2,1086,1,-1,0,unknown,yes
49,entrepreneur,married,primary,no,6188,no,no,cellular,18,453,1,-1,0,unknown,yes
27,student,single,secondary,no,111,no,no,cellular,7,495,2,-1,0,unknown,yes
64,retired,married,secondary,no,3189,no,no,telephone,15,208,1,-1,0,unknown,yes
53,technician,married,secondary,no,480,no,no,unknown,6,648,2,-1,0,unknown,yes
23,student,single,secondary,no,1234,no,no,cellular,15,379,1,91,1,success,yes
31,blue-collar,single,secondary,no,228,no,no,cellular,6,744,1,88,4,other,yes
25,technician,single,secondary,no,938,no,no,cellular,1,1048,1,-1,0,unknown,yes
36,blue-collar,single,secondary,no,366,yes,yes,unknown,30,1133,2,-1,0,unknown,yes
42,blue-collar,married,primary,no,807,yes,no,cellular,19,1057,1,-1,0,unknown,yes
30,admin.,single,secondary,no,2568,no,no,cellular,4,563,1,100,4,other,yes
35,unemployed,single,secondary,no,295,no,no,unknown,17,473,1,-1,0,unknown,yes
51,retired,married,tertiary,no,580,no,no,cellular,19,694,2,-1,0,unknown,yes
33,admin.,married,secondary,no,82,yes,no,cellular,25,735,1,-1,0,unknown,yes
33,admin.,single,tertiary,no,235,yes,no,cellular,18,525,1,-1,0,unknown,yes
64,retired,married,secondary,no,4787,no,no,cellular,28,392,1,182,1,success,yes
46,technician,single,tertiary,no,4414,no,no,cellular,18,504,7,-1,0,unknown,yes
35,self-employed,single,tertiary,no,353,no,no,cellular,11,352,1,183,1,success,yes
32,admin.,divorced,secondary,no,-46,no,yes,cellular,18,1373,4,-1,0,unknown,yes
46,admin.,married,secondary,no,974,no,no,cellular,5,174,2,80,1,success,yes
56,blue-collar,married,secondary,no,249,yes,no,unknown,29,791,2,-1,0,unknown,yes
35,management,divorced,tertiary,no,859,yes,yes,cellular,19,1554,1,-1,0,unknown,yes
44,technician,single,secondary,no,1679,no,no,telephone,20,718,1,-1,0,unknown,yes
42,technician,married,tertiary,no,14282,yes,no,cellular,6,649,4,-1,0,unknown,yes
37,management,married,tertiary,no,0,no,no,cellular,15,426,2,196,1,other,yes
53,management,divorced,tertiary,no,2679,no,no,cellular,20,295,3,-1,0,unknown,yes
39,management,married,tertiary,no,481,no,no,cellular,7,929,5,189,1,other,yes
37,blue-collar,married,primary,no,106,yes,no,cellular,25,511,1,392,13,failure,yes
58,management,married,tertiary,no,3342,no,no,cellular,5,344,5,-1,0,unknown,yes
47,management,married,tertiary,no,1147,no,no,cellular,2,654,1,95,1,failure,yes
32,admin.,single,tertiary,no,8866,no,no,cellular,18,278,2,-1,0,unknown,yes
56,blue-collar,married,primary,no,8163,no,no,cellular,14,1231,4,-1,0,unknown,yes
24,student,single,secondary,no,23878,no,no,cellular,18,185,1,-1,0,unknown,yes
61,retired,married,secondary,no,2917,no,no,cellular,6,215,1,-1,0,unknown,yes
29,unemployed,single,secondary,no,1055,no,no,cellular,23,427,1,603,1,failure,yes
52,admin.,married,secondary,no,1228,yes,yes,cellular,4,218,1,-1,0,unknown,yes
49,admin.,married,tertiary,no,6574,no,no,cellular,8,138,3,-1,0,unknown,yes
27,unknown,single,secondary,no,1187,no,no,telephone,26,232,1,101,1,failure,yes
54,admin.,married,secondary,no,602,no,no,cellular,3,143,2,-1,0,unknown,yes
37,admin.,single,primary,no,912,yes,no,cellular,12,637,3,328,22,other,yes
32,blue-collar,single,tertiary,no,700,no,no,unknown,13,90,1,-1,0,unknown,yes
41,unemployed,single,primary,no,216,no,no,cellular,5,577,3,-1,0,unknown,yes
35,management,married,secondary,no,724,yes,no,cellular,14,287,2,415,1,failure,yes
32,admin.,single,secondary,no,555,yes,no,cellular,9,344,1,-1,0,unknown,yes
59,blue-collar,married,primary,no,1939,no,no,cellular,23,172,1,-1,0,unknown,yes
55,unknown,married,secondary,no,2206,no,no,cellular,12,265,1,91,5,success,yes
43,management,single,tertiary,no,1696,yes,no,cellular,26,257,1,474,3,failure,yes
61,admin.,married,tertiary,no,1332,no,no,cellular,12,156,1,-1,0,unknown,yes
26,blue-collar,single,secondary,no,2007,no,no,cellular,13,194,1,92,5,success,yes
37,management,married,tertiary,no,2283,no,no,cellular,6,303,2,92,4,success,yes
50,admin.,married,tertiary,no,6574,no,no,cellular,8,495,1,92,3,success,yes
36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,1723,1,356,2,success,yes
36,blue-collar,married,secondary,no,324,yes,yes,cellular,16,830,1,-1,0,unknown,yes
33,services,single,secondary,no,2881,no,no,cellular,26,289,1,328,1,success,yes
37,management,single,tertiary,no,1027,yes,no,cellular,2,313,1,152,2,success,yes
50,retired,married,secondary,no,8648,no,no,cellular,12,731,3,176,1,failure,yes
42,services,married,secondary,no,1376,yes,no,cellular,2,712,4,-1,0,unknown,yes
26,technician,single,secondary,no,941,no,yes,cellular,25,784,1,-1,0,unknown,yes
48,housemaid,married,tertiary,no,5473,no,no,cellular,24,232,2,-1,0,unknown,yes
30,admin.,married,secondary,no,1265,yes,yes,unknown,26,414,2,-1,0,unknown,yes
42,technician,divorced,tertiary,no,2611,yes,no,cellular,25,300,1,389,3,failure,yes
33,management,single,tertiary,no,0,yes,no,cellular,13,585,1,-1,0,unknown,yes
59,self-employed,married,tertiary,no,2013,no,no,cellular,19,222,4,94,2,success,yes
32,admin.,married,secondary,no,200,no,no,cellular,1,729,1,29,3,failure,yes
46,technician,married,secondary,no,332,yes,no,unknown,9,772,1,-1,0,unknown,yes
90,retired,divorced,secondary,no,1,no,no,cellular,13,152,3,-1,0,unknown,yes
31,blue-collar,single,secondary,no,228,no,no,cellular,6,744,1,88,4,other,yes
48,admin.,married,secondary,no,156,no,no,cellular,4,291,1,-1,0,unknown,yes
56,management,married,tertiary,no,830,yes,yes,unknown,6,1201,1,-1,0,unknown,yes
81,retired,married,primary,no,1154,no,no,telephone,17,231,1,-1,0,unknown,yes
68,retired,married,secondary,no,1146,no,no,cellular,13,356,1,71,5,success,yes
47,blue-collar,married,secondary,no,1996,no,no,unknown,5,761,2,-1,0,unknown,yes
53,technician,single,secondary,no,925,no,no,cellular,25,930,3,-1,0,unknown,yes
32,services,single,secondary,no,5806,yes,no,cellular,20,1503,2,-1,0,unknown,yes
40,services,married,secondary,no,471,yes,no,cellular,24,430,4,-1,0,unknown,yes
38,management,divorced,tertiary,no,4692,yes,no,unknown,29,1363,2,-1,0,unknown,yes
25,services,single,secondary,no,2311,no,yes,cellular,21,1105,2,-1,0,unknown,yes
48,admin.,single,secondary,no,1544,yes,no,telephone,30,263,1,450,2,failure,yes
43,management,divorced,tertiary,no,580,yes,no,cellular,11,1514,1,284,2,failure,yes
40,unemployed,divorced,secondary,no,1694,no,no,cellular,12,473,6,-1,0,unknown,yes
56,admin.,married,secondary,no,1694,no,no,cellular,21,793,10,-1,0,unknown,yes
38,unemployed,married,primary,no,7005,yes,no,cellular,7,370,1,412,1,failure,yes
37,services,married,secondary,no,1970,yes,no,telephone,5,253,1,-1,0,unknown,yes
44,blue-collar,single,primary,no,36,yes,no,cellular,15,551,1,371,2,failure,yes
45,housemaid,married,secondary,no,4068,no,no,cellular,20,184,1,-1,0,unknown,yes
37,unemployed,single,secondary,no,2722,no,no,telephone,27,426,2,179,3,other,yes
29,self-employed,married,secondary,no,123,no,yes,cellular,22,247,1,184,3,success,yes
27,admin.,divorced,secondary,no,451,yes,no,cellular,16,652,1,-1,0,unknown,yes
34,management,married,tertiary,no,16,yes,no,telephone,29,316,1,119,1,other,yes
27,services,single,secondary,no,1820,yes,no,cellular,17,1027,1,-1,0,unknown,yes
56,retired,married,primary,no,9367,no,no,cellular,4,617,2,-1,0,unknown,yes
36,unemployed,married,secondary,no,1766,no,no,unknown,11,595,2,-1,0,unknown,yes
38,housemaid,divorced,secondary,no,70,no,no,cellular,1,263,1,-1,0,unknown,yes
30,self-employed,married,tertiary,no,2666,no,no,cellular,4,467,1,-1,0,unknown,yes
35,self-employed,married,secondary,no,5613,yes,no,cellular,28,699,3,-1,0,unknown,yes
55,housemaid,divorced,primary,no,77,no,no,cellular,31,463,6,-1,0,unknown,yes
33,services,divorced,secondary,no,2411,yes,no,cellular,23,130,1,161,1,failure,yes
29,management,single,tertiary,no,3041,yes,no,cellular,8,606,3,-1,0,unknown,yes
70,retired,married,secondary,no,1853,no,no,telephone,26,314,1,-1,0,unknown,yes
45,technician,married,secondary,no,1831,no,no,cellular,27,275,2,-1,0,unknown,yes
34,management,married,tertiary,no,158,no,no,cellular,9,190,1,92,9,success,yes
34,admin.,married,secondary,no,869,no,no,unknown,6,1677,1,-1,0,unknown,yes
26,admin.,married,secondary,no,710,yes,yes,unknown,6,1276,2,-1,0,unknown,yes
42,management,divorced,secondary,no,283,yes,no,cellular,23,761,1,-1,0,unknown,yes
25,blue-collar,single,secondary,no,1243,no,yes,cellular,10,1341,7,-1,0,unknown,yes
34,management,married,tertiary,no,0,no,yes,cellular,14,105,3,-1,0,unknown,no
36,student,single,unknown,no,36,yes,no,unknown,29,705,1,-1,0,unknown,no
31,management,single,tertiary,no,524,yes,yes,unknown,29,668,2,-1,0,unknown,no
31,management,single,tertiary,no,38279,no,no,cellular,16,225,2,-1,0,unknown,no
50,technician,married,secondary,no,4,no,no,cellular,10,200,5,-1,0,unknown,no
51,services,married,secondary,no,260,no,no,telephone,9,183,2,-1,0,unknown,no
59,blue-collar,married,primary,no,595,no,no,telephone,31,208,7,-1,0,unknown,no
50,admin.,single,secondary,no,5816,yes,no,telephone,18,119,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,658,yes,no,cellular,24,267,1,-1,0,unknown,no
39,self-employed,married,primary,no,2077,yes,no,cellular,31,88,21,-1,0,unknown,no
47,admin.,married,secondary,no,84,no,no,telephone,29,367,3,-1,0,unknown,no
23,admin.,single,secondary,no,40,no,no,telephone,10,1239,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,827,yes,yes,cellular,8,201,2,-1,0,unknown,no
50,services,married,secondary,no,2420,yes,no,cellular,20,102,6,235,13,failure,no
34,technician,married,secondary,no,0,no,no,cellular,5,95,2,-1,0,unknown,no
32,technician,married,tertiary,no,1503,yes,yes,cellular,13,44,1,278,2,failure,no
45,blue-collar,married,secondary,no,1179,no,no,cellular,21,172,6,-1,0,unknown,no
45,services,divorced,secondary,no,88,no,yes,cellular,7,332,1,-1,0,unknown,no
40,management,single,tertiary,no,171,no,no,cellular,19,1241,3,-1,0,unknown,no
34,admin.,married,tertiary,no,10,no,no,cellular,21,90,1,91,1,failure,no
32,blue-collar,divorced,secondary,no,201,yes,no,cellular,15,63,8,365,24,other,no
43,admin.,married,secondary,no,-879,yes,no,unknown,20,199,4,-1,0,unknown,no
36,blue-collar,married,secondary,no,89,yes,no,cellular,7,62,6,366,2,failure,no
46,technician,divorced,secondary,no,2862,yes,yes,cellular,30,132,3,-1,0,unknown,no
39,technician,single,secondary,no,175,no,yes,unknown,16,757,2,-1,0,unknown,no
38,admin.,divorced,tertiary,no,2801,yes,yes,cellular,7,252,2,-1,0,unknown,no
45,blue-collar,divorced,secondary,no,0,no,no,unknown,6,422,5,-1,0,unknown,no
28,technician,single,tertiary,no,183,yes,yes,unknown,28,62,2,-1,0,unknown,no
56,blue-collar,married,secondary,no,1255,yes,no,telephone,8,145,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,3630,yes,no,unknown,14,133,4,-1,0,unknown,no
56,blue-collar,married,primary,no,551,no,no,unknown,29,27,1,-1,0,unknown,no
32,admin.,married,secondary,no,7522,yes,no,cellular,14,240,3,-1,0,unknown,no
73,retired,married,unknown,no,519,no,no,telephone,20,91,1,-1,0,unknown,no
22,student,single,secondary,no,111,yes,no,unknown,4,89,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,814,yes,no,cellular,4,306,1,-1,0,unknown,no
26,admin.,single,secondary,no,614,no,no,cellular,27,103,1,-1,0,unknown,no
28,management,single,tertiary,no,466,yes,no,cellular,23,170,2,-1,0,unknown,no
32,management,divorced,tertiary,no,5306,yes,no,unknown,20,201,1,-1,0,unknown,no
59,management,divorced,tertiary,no,51,no,no,cellular,28,129,2,-1,0,unknown,no
52,management,married,secondary,no,173,no,no,unknown,23,48,5,-1,0,unknown,no
27,admin.,married,secondary,no,132,yes,no,unknown,27,21,1,-1,0,unknown,no
34,self-employed,married,tertiary,no,442,yes,no,cellular,30,69,1,164,2,other,no
34,admin.,single,tertiary,no,2045,no,no,cellular,29,146,2,-1,0,unknown,no
35,admin.,married,secondary,no,269,yes,yes,cellular,2,392,1,-1,0,unknown,no
30,management,single,tertiary,no,0,yes,no,cellular,5,381,1,342,7,failure,no
36,unemployed,married,tertiary,no,7222,yes,no,cellular,4,116,4,154,1,failure,no
49,self-employed,married,tertiary,no,147,no,yes,cellular,2,559,1,189,4,failure,no
58,retired,married,unknown,no,928,no,no,telephone,4,152,2,-1,0,unknown,no
43,admin.,married,secondary,no,429,yes,yes,unknown,3,35,32,-1,0,unknown,no
36,services,married,secondary,no,247,yes,no,unknown,26,247,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,228,no,no,telephone,23,67,3,-1,0,unknown,no
24,blue-collar,single,secondary,no,27,yes,no,cellular,6,404,1,338,2,failure,no
34,technician,single,secondary,no,486,yes,no,cellular,16,204,1,328,2,failure,no
33,blue-collar,married,secondary,no,489,yes,no,cellular,17,552,1,332,1,failure,no
36,entrepreneur,single,secondary,no,296,no,no,cellular,18,67,2,111,2,failure,no
49,technician,divorced,tertiary,no,0,no,no,cellular,19,68,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,2577,yes,no,unknown,13,611,2,-1,0,unknown,no
48,management,married,tertiary,no,7867,yes,yes,unknown,30,306,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,525,yes,no,cellular,12,325,2,-1,0,unknown,no
39,technician,married,tertiary,no,3911,yes,no,cellular,18,247,2,-1,0,unknown,no
40,admin.,married,secondary,no,2,yes,no,unknown,16,29,1,-1,0,unknown,no
32,blue-collar,single,secondary,yes,130,no,no,unknown,26,406,2,-1,0,unknown,no
55,blue-collar,divorced,primary,no,39,yes,no,unknown,13,343,1,-1,0,unknown,no
35,technician,married,secondary,no,483,yes,no,cellular,11,165,2,-1,0,unknown,no
60,retired,married,primary,no,-382,yes,no,unknown,26,140,2,-1,0,unknown,no
57,management,married,tertiary,no,24498,no,no,cellular,21,161,5,-1,0,unknown,no
45,management,married,tertiary,no,1063,yes,no,cellular,16,41,4,-1,0,unknown,no
44,blue-collar,married,unknown,no,189,yes,no,unknown,26,175,3,-1,0,unknown,no
53,admin.,married,secondary,no,4464,yes,no,unknown,14,162,3,-1,0,unknown,no
34,technician,divorced,secondary,no,17,yes,no,cellular,18,375,3,-1,0,unknown,no
40,housemaid,married,primary,no,4904,yes,no,cellular,11,248,1,356,1,failure,no
40,technician,married,secondary,no,2715,yes,no,unknown,29,125,2,-1,0,unknown,no
47,technician,married,tertiary,no,-744,yes,yes,cellular,20,1256,1,-1,0,unknown,no
46,blue-collar,married,primary,no,185,no,no,cellular,25,226,10,-1,0,unknown,no
27,blue-collar,single,secondary,no,153,yes,no,cellular,20,198,3,346,1,failure,no
50,management,married,secondary,no,42,yes,no,cellular,13,85,2,265,4,other,no
47,technician,divorced,secondary,no,1573,yes,no,unknown,26,130,1,-1,0,unknown,no
33,management,married,secondary,yes,879,yes,no,unknown,8,245,1,-1,0,unknown,no
26,technician,single,secondary,no,-213,no,yes,cellular,21,418,5,-1,0,unknown,no
38,management,single,tertiary,no,2454,yes,no,cellular,14,373,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,110,no,no,cellular,8,291,2,-1,0,unknown,no
41,management,married,tertiary,no,615,yes,no,unknown,29,37,1,-1,0,unknown,no
48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,74,2,-1,0,unknown,no
57,technician,married,secondary,no,1144,yes,no,cellular,6,41,2,-1,0,unknown,no
30,management,single,tertiary,no,3410,yes,no,cellular,18,140,1,-1,0,unknown,no
43,technician,single,tertiary,no,275,yes,no,telephone,14,151,2,360,1,other,no
36,blue-collar,married,secondary,no,604,yes,no,unknown,30,235,1,-1,0,unknown,no
34,technician,divorced,secondary,no,136,yes,no,cellular,8,136,2,-1,0,unknown,no
35,management,single,tertiary,no,303,yes,yes,cellular,28,85,9,-1,0,unknown,no
29,self-employed,single,tertiary,no,-114,yes,no,unknown,13,174,1,-1,0,unknown,no
38,technician,married,tertiary,no,1,yes,no,cellular,6,250,2,-1,0,unknown,no
44,management,married,tertiary,no,3091,yes,no,unknown,17,331,4,-1,0,unknown,no
29,blue-collar,single,secondary,no,555,yes,no,cellular,15,133,4,-1,0,unknown,no
34,blue-collar,married,secondary,no,0,yes,no,cellular,20,562,2,-1,0,unknown,no
50,management,married,tertiary,no,0,no,no,cellular,30,199,1,205,1,failure,no
35,services,married,secondary,no,0,yes,no,cellular,30,251,3,-1,0,unknown,no
41,services,married,secondary,no,2085,yes,no,unknown,26,125,4,-1,0,unknown,no
40,services,single,secondary,no,23,yes,no,unknown,8,179,5,-1,0,unknown,no
46,technician,married,secondary,no,4023,yes,no,cellular,7,131,2,-1,0,unknown,no
22,student,single,primary,no,110,yes,no,cellular,18,237,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,-185,yes,yes,unknown,13,276,1,-1,0,unknown,no
33,management,single,tertiary,yes,-5,no,no,cellular,18,127,4,-1,0,unknown,no
62,retired,married,secondary,no,1486,no,no,cellular,28,56,2,-1,0,unknown,no
40,management,married,secondary,no,752,no,yes,cellular,21,456,1,157,1,failure,no
30,management,married,tertiary,no,2960,no,no,cellular,11,370,4,-1,0,unknown,no
19,student,single,unknown,no,1169,no,no,cellular,6,463,18,-1,0,unknown,no
35,management,single,tertiary,no,620,yes,no,cellular,17,57,2,-1,0,unknown,no
27,blue-collar,married,secondary,no,-330,yes,yes,cellular,14,88,1,353,2,failure,no
37,management,married,tertiary,no,26,no,no,cellular,16,114,4,-1,0,unknown,no
46,management,married,secondary,no,4105,yes,no,cellular,15,115,3,258,2,failure,no
45,technician,married,secondary,no,0,yes,yes,telephone,2,111,2,208,1,failure,no
35,technician,married,unknown,no,208,yes,no,unknown,19,214,1,-1,0,unknown,no
38,technician,single,tertiary,no,523,no,no,cellular,8,388,1,-1,0,unknown,no
48,services,married,secondary,no,517,no,no,cellular,14,273,1,-1,0,unknown,no
48,management,single,secondary,no,-18,yes,no,cellular,20,430,4,-1,0,unknown,no
51,services,married,tertiary,no,218,yes,no,cellular,7,154,3,363,2,failure,no
45,blue-collar,married,secondary,no,17,yes,no,cellular,18,66,1,152,14,failure,no
32,management,single,tertiary,no,643,no,no,cellular,22,287,1,-1,0,unknown,no
30,technician,married,secondary,no,398,yes,no,cellular,17,132,2,238,2,failure,no
36,blue-collar,married,secondary,no,55,yes,no,cellular,8,323,1,-1,0,unknown,no
36,management,married,tertiary,no,669,no,no,unknown,9,91,1,-1,0,unknown,no
59,retired,married,secondary,no,161,yes,no,cellular,21,272,2,-1,0,unknown,no
39,technician,married,secondary,no,1986,no,no,cellular,12,217,6,-1,0,unknown,no
38,services,married,secondary,no,8876,no,no,cellular,19,636,1,-1,0,unknown,no
31,admin.,married,secondary,no,1098,yes,no,unknown,23,427,2,-1,0,unknown,no
43,entrepreneur,married,secondary,no,0,yes,no,telephone,6,167,3,-1,0,unknown,no
